Lon Lat E.vel N.vel E.adj N.adj E.sig N.sig Corr U.vel U.adj U.sig Stat
73.755 42.168 26.99 4.96 28.7 5.93 0.31 0.31 0.004 -0.15 1.54 3.02 AAC4_GPS
72.05 41.784 24.59 4.27 26.45 4.77 0.31 0.31 0.01 0.22 1.73 3.02 ABD4_GPS
75.525 44.132 26.59 1.24 27.37 2.66 0.41 0.41 0.0 -0.17 1.22 3.02 ADA4_GPS
70.023 40.8 25.07 8.09 27.41 8.04 0.61 0.61 0.008 0.22 2.0 3.03 ADRA_GPS
79.969 42.896 28.68 4.6 30.04 7.42 0.41 0.4 0.003 0.23 0.9 3.02 AIB4_GPS
76.956 42.073 27.77 7.94 29.4 9.88 0.31 0.31 0.006 -0.14 1.25 3.02 AKB4_GPS
73.821 38.503 19.52 22.57 22.73 23.74 0.61 0.61 0.004 -0.14 1.84 3.02 AKBA_GPS
80.135 47.882 25.97 -1.82 25.19 0.95 0.8 0.7 0.03 0.23 0.52 3.01 AKD4_GPS
78.542 41.795 28.71 9.0 30.46 11.46 0.41 0.4 -0.005 0.23 1.12 3.02 AKH4_GPS
72.145 41.557 24.6 5.42 26.64 5.98 0.32 0.32 0.01 -0.17 1.74 3.02 AKJ4_GPS
76.854 42.885 27.53 2.41 28.82 4.27 0.41 0.41 0.004 -0.15 1.2 3.02 AKK4_GPS
78.451 40.942 27.53 13.51 30.04 16.28 0.4 0.31 0.006 0.23 1.2 3.02 AKQI_GPS
75.967 40.717 26.36 12.03 28.61 13.73 0.31 0.31 0.008 0.23 1.45 3.02 AKS4_GPS
79.851 43.427 28.83 2.95 29.95 5.71 0.5 0.5 0.002 0.23 0.88 3.02 AKT4_GPS
78.966 39.877 26.41 15.06 29.0 17.69 0.5 0.5 0.006 -0.11 1.23 3.02 AKTA_GPS
75.899 39.196 26.4 19.24 30.88 22.67 0.43 0.47 0.0 -0.48 1.58 3.02 AKTO_GPS
71.46 41.362 25.09 4.91 27.36 5.29 0.32 0.32 0.007 -0.57 1.82 3.03 ALA4_GPS
76.167 42.313 27.38 4.7 28.93 6.39 0.41 0.41 0.013 -0.15 1.31 3.02 ALB5_GPS
72.258 39.421 18.76 13.67 21.6 14.34 0.61 0.61 0.034 -0.16 1.91 3.02 ALD4_GPS
69.73 40.829 25.39 6.58 27.72 6.44 0.51 0.51 -0.025 0.22 2.02 3.03 ALM1_GPS
77.763 43.908 27.41 0.01 28.31 2.13 0.41 0.41 0.003 0.23 1.03 3.02 ALT4_GPS
74.244 40.331 24.42 14.34 26.85 15.58 0.41 0.41 0.006 -0.15 1.65 3.02 ALUN_GPS
77.603 42.79 27.56 3.56 28.9 5.66 0.31 0.31 0.013 -0.14 1.14 3.02 ANA4_GPS
69.514 39.737 24.91 7.94 27.71 7.78 0.71 0.61 0.058 0.21 2.14 3.03 AND4_GPS
70.082 41.102 25.8 7.27 28.01 7.22 0.61 0.61 0.003 0.22 1.97 3.03 ANGR_GPS
77.75 41.86 28.04 8.68 29.78 10.87 0.41 0.41 -0.004 -0.14 1.19 3.02 ARA4_GPS
76.665 41.693 27.3 8.31 29.11 10.2 0.7 0.7 0.02 -0.14 1.31 3.02 ARC4_GPS
79.657 46.649 27.88 -0.56 27.6 2.07 0.9 0.9 0.066 0.05 0.65 3.01 ARG4_GPS
74.827 40.838 25.93 8.79 28.15 10.15 0.41 0.41 0.008 0.23 1.55 3.02 ARP4_GPS
72.982 41.244 23.94 6.37 26.01 7.17 0.41 0.51 0.012 0.22 1.69 3.02 ARS4_GPS
58.561 56.43 29.5 9.88 25.37 5.93 0.13 0.14 0.002 0.2 1.26 3.0 ARTU_GPS
73.538 40.075 27.02 8.88 29.57 9.9 0.7 0.7 0.057 0.22 1.74 3.02 ASK4_GPS
73.494 42.7 25.38 2.39 26.82 3.22 0.51 0.51 0.017 0.22 1.52 3.02 ASP4_GPS
81.105 50.091 28.5 -3.42 26.78 -0.37 0.7 0.7 0.027 0.23 0.27 3.01 ASR4_GPS
78.148 43.31 28.0 1.85 29.09 4.04 0.5 0.5 0.002 -0.52 1.04 3.02 ASS4_GPS
76.966 43.059 26.95 2.81 28.12 4.66 0.51 0.5 0.009 -0.53 1.17 3.02 AST4_GPS
73.933 41.383 25.22 7.15 27.18 11.65 0.34 0.33 0.002 0.26 1.59 3.02 ATAI_GPS
80.393 40.643 27.11 12.02 33.58 16.25 0.4 0.4 0.026 -0.1 1.03 3.02 AWAT_GPS
77.114 43.897 27.98 1.24 28.83 3.14 0.41 0.5 0.003 -0.16 1.09 3.02 AZO4_GPS
73.268 39.513 23.37 11.67 26.17 12.62 0.61 0.61 0.027 0.22 1.81 3.02 BAB4_GPS
78.54 39.777 25.15 14.87 29.91 18.7 0.33 0.4 0.009 -0.45 1.28 3.02 BACH_GPS
73.98 45.069 26.74 1.82 27.13 2.76 0.71 0.8 0.011 -0.18 1.28 3.02 BALH_GPS
77.512 13.034 29.38 33.03 45.04 34.72 0.3 0.24 0.002 0.2 3.21 3.0 BAN2_GPS
77.616 42.008 27.32 8.83 28.98 10.97 0.5 0.5 0.035 -0.14 1.2 3.02 BAR4_GPS
75.019 41.576 26.45 5.43 28.35 6.83 0.41 0.41 0.003 0.23 1.48 3.02 BAU4_GPS
75.083 41.079 25.63 8.71 27.74 10.14 0.41 0.41 0.007 0.23 1.51 3.02 BAY4_GPS
67.046 38.175 23.52 10.44 27.08 9.59 0.61 0.61 0.016 0.21 2.5 3.04 BAYS_GPS
75.657 42.957 26.78 2.64 28.05 4.08 0.51 0.51 0.014 -0.54 1.3 3.02 BER4_GPS
75.795 42.818 26.9 2.34 28.25 3.88 0.31 0.31 0.006 -0.16 1.3 3.02 BES4_GPS
70.524 40.357 24.48 8.53 26.98 8.64 0.61 0.61 0.008 0.22 1.99 3.03 BESH_GPS
75.03 40.646 26.24 9.72 28.54 11.15 0.41 0.41 0.005 0.23 1.55 3.02 BET4_GPS
79.416 45.137 26.79 0.2 27.19 2.79 0.7 0.7 0.036 0.23 0.79 3.02 BIN4_GPS
75.426 40.757 26.19 10.81 28.42 12.34 0.7 0.7 0.02 0.23 1.5 3.02 BKE4_GPS
73.212 42.768 25.94 2.28 27.43 3.02 0.8 0.7 -0.001 -0.15 1.54 3.02 BOK4_GPS
83.984 49.038 27.27 -4.49 26.13 -0.58 0.7 0.7 0.007 0.09 0.09 3.01 BOL4_GPS
73.235 41.648 25.62 5.8 27.51 6.66 0.41 0.41 0.011 0.22 1.63 3.02 BOR4_GPS
71.283 43.777 27.88 3.77 28.9 3.92 0.71 0.71 0.004 0.22 1.63 3.03 BOST_GPS
71.792 41.495 24.56 5.23 26.65 5.68 0.32 0.32 0.01 -0.18 1.78 3.03 BOZ4_GPS
70.52 42.569 25.76 4.41 27.31 4.37 0.61 0.61 0.018 0.22 1.8 3.03 BRL4_GPS
70.765 40.048 25.74 5.45 28.37 5.65 0.61 0.61 0.032 0.22 2.0 3.03 BTK4_GPS
75.02 41.186 25.48 9.03 27.55 10.44 0.41 0.41 0.004 0.23 1.51 3.02 BTR4_GPS
74.951 38.662 19.93 20.48 23.9 23.61 0.52 0.59 -0.004 -0.13 1.72 3.02 BULU_GPS
79.053 42.261 28.49 8.07 30.05 10.64 0.41 0.4 -0.001 0.23 1.04 3.02 BUR4_GPS
76.432 42.811 26.6 2.24 27.93 3.97 0.31 0.41 0.003 -0.15 1.24 3.02 BUZ4_GPS
75.729 42.749 26.78 2.46 28.15 3.99 0.31 0.31 0.004 -0.16 1.31 3.02 BYS4_GPS
68.104 41.245 24.76 6.5 26.98 5.85 0.41 0.41 0.019 0.21 2.13 3.03 CAR1_GPS
71.721 42.014 25.48 3.87 25.96 7.87 0.51 0.51 0.003 -0.57 1.74 3.03 CATK_GPS
72.09 40.199 24.8 9.34 27.32 9.92 0.41 0.41 0.006 0.22 1.86 3.02 CAUV_GPS
75.75 40.686 26.65 11.69 28.91 13.34 0.7 0.7 0.021 0.23 1.48 3.02 CEK4_GPS
78.878 43.584 28.26 4.89 29.28 7.32 0.6 0.6 0.006 -0.13 0.96 3.02 CHIL_GPS
77.739 41.527 27.7 10.46 29.57 12.68 0.6 0.6 0.007 -0.13 1.22 3.02 CHK4_GPS
77.845 43.267 27.5 2.55 28.6 4.64 0.41 0.5 0.002 -0.52 1.08 3.02 CHL4_GPS
78.373 43.529 28.16 1.45 29.19 3.73 0.7 0.7 0.005 -0.15 1.01 3.02 CHLK_GPS
77.075 42.719 27.59 3.86 28.91 5.77 0.31 0.31 0.017 -0.52 1.19 3.02 CHO4_GPS
78.976 43.271 28.72 2.74 29.87 5.23 0.41 0.4 0.001 -0.13 0.97 3.02 CHR4_GPS
76.052 41.334 26.54 10.5 28.52 12.22 0.7 0.7 0.019 -0.14 1.4 3.02 CHT4_GPS
74.002 43.423 26.5 1.62 27.61 2.6 0.41 0.41 -0.004 -0.18 1.42 3.02 CHU4_GPS
74.751 42.999 26.0 1.61 27.28 2.8 0.2 0.22 0.003 0.23 1.38 3.0 CHUM_GPS
72.875 41.966 26.18 3.52 28.03 4.25 0.41 0.41 0.005 -0.17 1.64 3.02 CHY4_GPS
78.457 43.137 28.61 3.14 29.78 5.44 0.41 0.41 0.0 -0.51 1.03 3.02 DAL4_GPS
69.2 38.043 14.76 15.94 18.29 15.76 0.9 0.91 0.022 0.21 2.31 3.02 DANG_GPS
75.041 40.782 26.1 9.72 28.34 11.15 0.41 0.41 0.005 0.23 1.54 3.02 DAR4_GPS
