Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
31.1207	38.97315	-2.31	21.51	3.07	10.4	0.2	0.23	-0.04	0.0	0.0	0.0	EMRD_GSU	0.42	0.46
31.10426	36.9038	5.76	18.88	11.91	7.73	0.3	0.32	-0.069	0.0	0.0	0.0	SERK_GPS	0.58	0.59
31.04205	39.86137	-3.42	20.84	1.64	9.72	0.19	0.23	-0.057	0.0	0.0	0.0	AKBA_GIZ	0.4	0.46
31.00132	37.47531	2.89	18.47	8.69	8.09	0.54	0.62	-0.027	0.0	0.0	0.0	STCL_GPS	0.93	1.0
30.98442	38.32592	-1.15	19.66	4.49	8.52	0.16	0.19	-0.016	0.0	0.0	0.0	KMDL_GSU	0.35	0.39
30.94008	37.13367	3.84	19.06	9.92	7.91	0.35	0.39	-0.128	0.0	0.0	0.0	CMKY_GPS	0.66	0.69
30.89875	40.66319	2.88	21.92	7.65	10.76	0.15	0.17	-0.047	0.0	0.0	0.0	DKMN_GDU	0.33	0.36
30.85305	37.87621	-0.06	18.3	5.76	7.13	0.21	0.25	0.025	0.0	0.0	0.0	EGDR_GPS	0.44	0.49
30.77387	40.39284	-2.81	21.93	2.08	10.74	0.17	0.19	-0.059	0.0	0.0	0.0	GNUK_GPS	0.37	0.39
30.74541	38.99971	-2.6	20.34	2.81	9.15	0.24	0.29	-0.039	0.0	0.0	0.0	ALYT_GPS	0.49	0.55
30.63116	38.10518	-1.34	18.32	4.75	7.34	0.84	1.16	-0.06	0.0	0.0	0.0	TPRK_GPS	1.32	1.63
30.61742	39.2595	-2.5	18.04	2.83	8.9	1.33	1.57	-0.075	0.0	0.0	0.0	KRCT_GIZ	1.9	2.07
30.61216	40.6446	2.5	23.13	7.32	11.91	1.15	1.37	-0.004	0.0	0.0	0.0	KTO2_GPS	1.69	1.86
30.57851	37.44551	2.47	17.56	7.88	6.63	0.77	0.84	0.049	0.0	0.0	0.0	BUCK_GPS	1.23	1.26
30.54841	36.55212	8.13	18.16	13.64	7.41	0.74	0.76	-0.022	0.0	0.0	0.0	KEME_GPS	1.19	1.17
30.54552	38.50106	-1.28	18.58	3.81	7.7	1.03	1.16	-0.024	0.0	0.0	0.0	MHMT_GPS	1.55	1.63
30.50261	37.31605	1.29	16.34	8.63	5.94	0.56	0.65	-0.198	0.0	0.0	0.0	UGUR_GPS	0.95	1.03
30.38178	39.43812	-1.48	21.47	3.82	10.19	0.66	0.69	-0.1	0.0	0.0	0.0	TRM2_GPS	1.09	1.08
30.3253	39.84484	-3.22	20.9	1.93	9.61	0.18	0.21	-0.017	0.0	0.0	0.0	CKHS_GIZ	0.39	0.42
30.27214	36.36952	8.83	17.66	14.43	6.39	0.62	0.72	-0.063	0.0	0.0	0.0	KMLC_GPS	1.03	1.12
30.22679	38.83159	-3.1	18.64	2.44	7.33	0.15	0.17	0.017	0.0	0.0	0.0	AKOR_GPS	0.33	0.36
30.17824	37.04295	4.13	16.7	9.65	5.37	0.74	0.77	0.09	0.0	0.0	0.0	KRKU_GPS	1.19	1.18
30.1196	39.06288	-4.33	18.96	1.14	7.62	0.12	0.15	-0.039	0.0	0.0	0.0	ALTN_GPS	0.28	0.33
30.09845	37.49403	-0.17	15.2	5.88	3.86	0.14	0.15	0.016	0.0	0.0	0.0	KOZU_GPS	0.32	0.33
30.09592	36.4908	7.13	16.52	13.55	5.18	0.23	0.25	0.023	0.0	0.0	0.0	BGBL_GPS	0.47	0.49
29.95589	36.26218	8.5	16.93	15.02	5.55	0.19	0.2	0.096	0.0	0.0	0.0	GRSS_GPS	0.4	0.41
29.92159	36.6575	4.09	14.82	11.13	4.04	0.76	0.8	0.056	0.0	0.0	0.0	YKCF_GPS	1.22	1.22
29.8233	39.16571	-3.09	19.71	2.38	8.31	0.2	0.22	-0.007	0.0	0.0	0.0	BZRG_GIZ	0.42	0.44
29.81769	37.28464	0.7	14.43	6.86	3.02	0.16	0.17	0.02	0.0	0.0	0.0	HYKY_GPS	0.35	0.36
29.80409	40.70504	9.52	22.02	13.98	11.59	1.92	2.16	-0.123	0.0	0.0	0.0	GLC2_GPS	2.54	2.66
