Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
107.0	40.32	-2.16	0.53	29.78	-10.25	0.73	0.72	-0.003	0.0	0.0	0.0	D053_GPS	1.18	1.12
108.72	39.85	-1.54	0.94	31.21	-10.67	0.6	0.64	-0.002	0.0	0.0	0.0	D055_GPS	1.01	1.02
109.8	39.35	-1.9	1.07	30.57	-10.91	0.58	0.53	-0.003	0.0	0.0	0.0	D056_GPS	0.98	0.88
109.82	38.29	-1.84	1.04	30.78	-11.06	0.5	0.49	-0.003	0.0	0.0	0.0	D058_GPS	0.87	0.83
107.23	38.48	-1.96	0.47	30.82	-9.69	0.92	0.7	-0.001	0.0	0.0	0.0	D059_GPS	1.42	1.1
109.43	36.65	-1.21	0.97	32.0	-11.02	0.53	0.59	-0.003	0.0	0.0	0.0	D061_GPS	0.91	0.96
107.19	36.77	-1.08	-0.13	33.22	-11.14	0.68	0.74	-0.002	0.0	0.0	0.0	D062_GPS	1.11	1.14
107.39	35.29	-0.56	0.14	33.59	-10.65	0.68	0.61	-0.003	0.0	0.0	0.0	D065_GPS	1.11	0.98
109.0	34.97	-0.24	-0.92	33.89	-12.95	0.68	0.8	-0.003	0.0	0.0	0.0	D066_GPS	1.11	1.22
108.23	34.5	0.18	0.41	33.52	-11.53	0.66	0.73	-0.001	0.0	0.0	0.0	D072_GPS	1.09	1.13
107.58	34.43	-1.15	-0.87	33.35	-11.93	0.84	0.84	-0.003	0.0	0.0	0.0	D073_GPS	1.32	1.26
107.38	34.47	0.11	-0.41	33.86	-11.77	0.82	0.76	-0.003	0.0	0.0	0.0	D074_GPS	1.29	1.17
108.19	34.3	-0.06	0.52	33.11	-11.82	0.62	0.62	-0.001	0.0	0.0	0.0	D077_GPS	1.03	1.0
108.16	34.11	0.33	0.57	33.7	-11.62	0.61	0.62	-0.003	0.0	0.0	0.0	D080_GPS	1.02	1.0
107.64	34.07	-0.09	-0.32	33.93	-10.96	0.98	0.66	-0.011	0.0	0.0	0.0	D081_GPS	1.49	1.05
107.29	34.09	-0.34	-0.1	33.55	-10.85	0.84	0.61	-0.003	0.0	0.0	0.0	D082_GPS	1.32	0.98
106.75	39.92	-1.79	0.32	31.41	-10.19	0.6	0.6	-0.002	0.0	0.0	0.0	D083_GPS	1.01	0.97
106.81	39.68	-1.89	0.78	32.41	-10.12	0.84	0.66	-0.01	0.0	0.0	0.0	D084_GPS	1.32	1.05
105.76	39.75	-3.07	2.41	28.76	-7.61	0.88	0.8	-0.003	0.0	0.0	0.0	D085_GPS	1.37	1.22
106.12	39.03	-2.07	1.96	31.46	-8.14	0.64	0.59	-0.002	0.0	0.0	0.0	D088_GPS	1.06	0.96
106.48	39.07	-1.9	0.44	31.34	-10.35	0.7	0.69	-0.002	0.0	0.0	0.0	D089_GPS	1.14	1.08
106.69	38.79	-1.76	0.44	31.24	-10.12	0.68	0.72	-0.002	0.0	0.0	0.0	D090_GPS	1.11	1.12
106.2	38.74	-1.41	1.64	32.36	-8.48	0.64	0.72	-0.001	0.0	0.0	0.0	D091_GPS	1.06	1.12
106.56	38.55	-1.54	0.3	31.85	-10.39	0.79	0.69	-0.002	0.0	0.0	0.0	D093_GPS	1.25	1.08
105.7	38.44	-2.09	1.88	32.19	-8.24	0.74	0.68	-0.002	0.0	0.0	0.0	D095_GPS	1.19	1.07
106.35	37.81	-1.66	0.7	31.77	-9.55	0.65	0.64	-0.002	0.0	0.0	0.0	D096_GPS	1.07	1.02
106.68	37.45	-2.26	0.44	30.95	-10.06	0.86	0.87	-0.001	0.0	0.0	0.0	D098_GPS	1.34	1.3
105.84	40.3	1.78	2.43	34.74	-7.61	1.86	1.86	-0.006	0.0	0.0	0.0	D357_GPS	2.48	2.37
105.1	40.85	-1.71	1.86	33.45	-9.38	1.67	1.86	-0.004	0.0	0.0	0.0	D360_GPS	2.27	2.37
105.77	39.36	-1.33	2.33	35.17	-6.63	1.42	1.57	-0.009	0.0	0.0	0.0	D364_GPS	2.0	2.07
106.92	39.17	0.93	1.59	34.22	-8.67	1.88	1.86	-0.009	0.0	0.0	0.0	D365_GPS	2.5	2.37
106.44	38.89	-1.78	1.47	31.45	-9.84	1.57	1.48	-0.008	0.0	0.0	0.0	D367_GPS	2.17	1.98
105.39	38.76	2.61	3.71	36.1	-6.24	1.87	1.86	-0.005	0.0	0.0	0.0	D368_GPS	2.49	2.37
106.57	38.21	-1.17	1.48	35.55	-8.71	0.68	0.78	-0.008	0.0	0.0	0.0	D371_GPS	1.11	1.19
108.19	36.83	-0.12	1.28	32.87	-9.24	1.93	1.91	-0.011	0.0	0.0	0.0	D375_GPS	2.55	2.42
108.97	35.66	0.08	1.24	34.31	-10.82	1.25	1.52	-0.01	0.0	0.0	0.0	D377_GPS	1.81	2.02
107.68	34.26	1.98	0.09	38.54	-11.67	1.58	1.23	-0.009	0.0	0.0	0.0	D385_GPS	2.18	1.71
89.24	29.7	7.07	26.8	42.83	20.08	0.59	0.56	0.031	0.0	0.0	0.0	DANA_GPS	0.99	0.92
97.38	37.38	1.14	8.48	35.1	-0.58	0.52	0.52	-0.013	0.0	0.0	0.0	DLHA_GPS	0.9	0.87
82.82	28.98	-1.06	28.97	33.94	24.52	0.57	0.6	0.111	0.0	0.0	0.0	DLPA_GPS	0.97	0.97
100.2	40.98	-2.37	3.36	30.68	-5.96	0.54	0.54	0.001	0.0	0.0	0.0	DXIN_GPS	0.93	0.89
105.13	38.05	-2.23	2.73	30.83	-7.18	0.67	0.68	-0.002	0.0	0.0	0.0	G001_GPS	1.1	1.07
105.89	37.54	-1.36	2.62	33.19	-7.72	0.62	0.67	-0.002	0.0	0.0	0.0	G002_GPS	1.03	1.06
105.55	37.52	-1.14	3.05	32.71	-7.22	0.58	0.65	-0.001	0.0	0.0	0.0	G003_GPS	0.98	1.03
105.18	37.58	-1.86	3.12	30.53	-6.81	0.88	0.89	-0.001	0.0	0.0	0.0	G004_GPS	1.37	1.32
105.67	37.36	-1.28	2.78	32.8	-7.16	0.62	0.73	-0.001	0.0	0.0	0.0	G005_GPS	1.03	1.13
105.22	37.24	-0.55	3.46	32.72	-6.73	0.76	0.66	-0.002	0.0	0.0	0.0	G006_GPS	1.22	1.05
105.88	36.97	-0.77	3.11	32.69	-7.74	0.64	0.68	-0.002	0.0	0.0	0.0	G007_GPS	1.06	1.07
105.27	36.93	-0.74	2.73	33.32	-7.46	0.66	0.62	-0.002	0.0	0.0	0.0	G008_GPS	1.09	1.0
106.36	36.84	-0.87	1.31	33.17	-9.69	0.57	0.58	-0.002	0.0	0.0	0.0	G009_GPS	0.97	0.94
106.1	36.63	-0.53	1.48	33.38	-9.22	0.58	0.64	-0.006	0.0	0.0	0.0	G010_GPS	0.98	1.02
105.25	36.66	2.35	2.06	36.32	-8.46	0.6	0.66	-0.004	0.0	0.0	0.0	G011_GPS	1.01	1.05
105.62	36.51	0.56	2.52	36.4	-7.67	0.61	0.69	-0.002	0.0	0.0	0.0	G012_GPS	1.02	1.08
105.98	36.28	1.0	2.12	34.78	-8.89	0.58	0.62	-0.002	0.0	0.0	0.0	G013_GPS	0.98	1.0
105.29	36.5	2.95	1.24	36.72	-9.27	0.59	0.66	-0.0	0.0	0.0	0.0	G014_GPS	0.99	1.05
105.62	36.28	2.5	0.82	36.8	-9.18	0.6	0.67	-0.003	0.0	0.0	0.0	G015_GPS	1.01	1.06
106.65	36.1	-0.94	-0.01	33.04	-10.3	0.6	0.62	-0.005	0.0	0.0	0.0	G016_GPS	1.01	1.0
106.22	36.02	-0.26	0.18	33.36	-10.27	0.34	0.36	-0.007	0.0	0.0	0.0	G017_GPS	0.64	0.65
105.8	35.96	0.85	-1.5	34.28	-11.54	0.82	0.69	-0.0	0.0	0.0	0.0	G018_GPS	1.29	1.08
104.96	36.09	2.33	1.97	36.23	-8.38	0.63	0.6	-0.002	0.0	0.0	0.0	G019_GPS	1.05	0.97
106.2	35.67	0.06	-0.25	34.26	-10.37	0.7	0.77	-0.003	0.0	0.0	0.0	G020_GPS	1.14	1.18
105.01	35.73	0.73	2.46	35.42	-7.41	0.68	0.66	-0.001	0.0	0.0	0.0	G021_GPS	1.11	1.05
106.12	35.6	-0.66	-1.42	33.36	-11.65	0.62	0.64	-0.003	0.0	0.0	0.0	G022_GPS	1.03	1.02
105.5	35.61	1.19	0.95	35.09	-9.26	0.6	0.62	-0.003	0.0	0.0	0.0	G023_GPS	1.01	1.0
106.58	35.46	0.07	-0.53	33.93	-11.6	0.64	0.66	-0.001	0.0	0.0	0.0	G024_GPS	1.06	1.05
106.4	35.46	0.51	0.16	35.74	-10.54	0.6	0.62	-0.002	0.0	0.0	0.0	G025_GPS	1.01	1.0
105.02	35.41	1.06	1.15	33.71	-9.32	0.64	0.7	-0.002	0.0	0.0	0.0	G026_GPS	1.06	1.1
106.53	35.24	0.2	-0.2	35.03	-10.69	0.68	0.68	-0.002	0.0	0.0	0.0	G027_GPS	1.11	1.07
106.01	35.17	0.58	-0.05	34.75	-10.43	0.74	0.74	-0.002	0.0	0.0	0.0	G028_GPS	1.19	1.14
105.79	35.08	-0.02	-0.21	33.56	-10.46	0.82	0.78	-0.003	0.0	0.0	0.0	G030_GPS	1.29	1.19
106.21	35.01	0.64	-1.75	33.94	-12.49	0.74	0.78	-0.009	0.0	0.0	0.0	G031_GPS	1.19	1.19
106.82	34.89	-0.56	-1.23	32.9	-11.48	0.84	0.72	-0.003	0.0	0.0	0.0	G032_GPS	1.32	1.12
105.65	34.87	-0.72	-0.15	32.66	-11.33	0.78	0.75	-0.002	0.0	0.0	0.0	G033_GPS	1.24	1.16
106.16	34.75	0.0	-0.58	33.93	-10.69	0.76	0.77	-0.001	0.0	0.0	0.0	G034_GPS	1.22	1.18
105.37	34.79	0.44	1.19	33.97	-10.24	0.93	0.84	-0.001	0.0	0.0	0.0	G035_GPS	1.43	1.26
106.4	34.52	-0.82	-0.68	32.71	-11.47	0.83	0.65	-0.003	0.0	0.0	0.0	G036_GPS	1.3	1.03
105.7	34.59	0.16	0.08	33.85	-10.55	0.82	0.65	-0.003	0.0	0.0	0.0	G037_GPS	1.29	1.03
107.14	34.43	-0.92	-0.38	31.97	-12.2	0.91	0.96	-0.003	0.0	0.0	0.0	G038_GPS	1.4	1.4
105.81	34.25	-0.5	-0.44	33.23	-11.39	0.83	0.67	-0.001	0.0	0.0	0.0	G039_GPS	1.3	1.06
101.06	41.96	-1.64	3.26	30.48	-6.18	0.52	0.52	-0.003	0.0	0.0	0.0	G040_GPS	0.9	0.87
99.07	40.28	-3.26	4.87	30.26	-4.35	0.8	0.8	-0.0	0.0	0.0	0.0	G041_GPS	1.27	1.22
104.51	40.74	-2.44	2.62	30.19	-7.81	0.65	0.6	-0.0	0.0	0.0	0.0	G042_GPS	1.07	0.97
104.81	40.16	-2.39	2.53	30.5	-8.12	0.71	0.7	-0.004	0.0	0.0	0.0	G043_GPS	1.15	1.1
100.15	39.72	-3.08	4.38	30.23	-5.07	0.54	0.54	-0.0	0.0	0.0	0.0	G044_GPS	0.93	0.89
100.79	39.61	-3.3	3.86	30.5	-5.46	0.6	0.58	0.001	0.0	0.0	0.0	G045_GPS	1.01	0.94
102.78	39.41	-2.75	3.34	30.62	-6.45	0.62	0.57	-0.001	0.0	0.0	0.0	G046_GPS	1.03	0.93
101.66	39.22	-2.88	3.27	30.87	-6.83	0.62	0.58	-0.003	0.0	0.0	0.0	G047_GPS	1.03	0.94
100.32	39.24	-3.12	4.35	30.24	-5.33	0.65	0.6	-0.001	0.0	0.0	0.0	G048_GPS	1.07	0.97
102.57	39.13	-2.26	3.56	31.23	-6.0	0.59	0.58	-0.001	0.0	0.0	0.0	G049_GPS	0.99	0.94
103.36	38.85	-1.96	3.19	31.7	-7.34	0.8	0.8	-0.0	0.0	0.0	0.0	G050_GPS	1.27	1.22
100.73	38.88	-2.57	4.66	31.13	-4.46	0.6	0.61	-0.0	0.0	0.0	0.0	G051_GPS	1.01	0.98
101.19	38.72	-3.66	3.62	29.91	-5.7	0.45	0.41	-0.0	0.0	0.0	0.0	G052_GPS	0.8	0.72
103.19	38.54	-0.98	4.46	32.62	-5.19	0.72	0.7	0.0	0.0	0.0	0.0	G053_GPS	1.16	1.1
100.35	38.61	-1.73	5.44	32.05	-3.75	0.58	0.62	-0.001	0.0	0.0	0.0	G054_GPS	0.98	1.0
101.35	38.16	-0.86	4.62	33.21	-4.85	0.6	0.58	-0.0	0.0	0.0	0.0	G055_GPS	1.01	0.94
102.89	38.42	-1.5	3.58	32.33	-6.21	0.56	0.58	-0.001	0.0	0.0	0.0	G056_GPS	0.95	0.94
102.15	38.43	-0.78	4.97	32.67	-4.99	0.64	0.64	-0.002	0.0	0.0	0.0	G057_GPS	1.06	1.02
101.74	38.3	-1.3	4.76	32.59	-5.07	0.36	0.31	-0.003	0.0	0.0	0.0	G058_GPS	0.67	0.58
100.83	38.35	-1.86	4.9	32.03	-4.4	0.64	0.59	-0.001	0.0	0.0	0.0	G059_GPS	1.06	0.96
102.11	38.28	-1.56	4.23	32.47	-5.18	0.53	0.53	-0.001	0.0	0.0	0.0	G060_GPS	0.91	0.88
102.26	38.14	-1.34	4.02	32.47	-5.53	0.26	0.34	-0.003	0.0	0.0	0.0	G061_GPS	0.52	0.62
100.24	38.18	-0.58	5.16	32.86	-3.72	0.33	0.32	-0.002	0.0	0.0	0.0	G062_GPS	0.63	0.59
102.64	37.78	-0.61	4.2	33.05	-5.35	0.52	0.53	-0.002	0.0	0.0	0.0	G063_GPS	0.9	0.88
102.32	37.96	-0.48	4.19	33.56	-5.25	0.58	0.6	-0.002	0.0	0.0	0.0	G064_GPS	0.98	0.97
100.94	37.97	-0.8	5.42	33.83	-4.04	0.7	0.7	-0.0	0.0	0.0	0.0	G065_GPS	1.14	1.1
102.62	37.51	1.3	5.08	34.95	-4.45	0.58	0.62	-0.001	0.0	0.0	0.0	G066_GPS	0.98	1.0
104.33	37.45	-0.69	3.78	33.17	-6.16	0.57	0.57	-0.002	0.0	0.0	0.0	G067_GPS	0.97	0.93
103.38	37.56	-0.98	4.04	32.82	-5.77	0.58	0.57	-0.0	0.0	0.0	0.0	G068_GPS	0.98	0.93
102.85	37.44	0.66	4.18	34.84	-5.72	0.48	0.5	-0.001	0.0	0.0	0.0	G069_GPS	0.84	0.84
101.4	37.46	2.45	5.54	37.11	-4.38	0.5	0.53	-0.001	0.0	0.0	0.0	G070_GPS	0.87	0.88
100.43	37.61	2.0	5.86	36.86	-3.39	0.66	0.6	-0.0	0.0	0.0	0.0	G071_GPS	1.09	0.97
104.09	37.24	0.11	3.69	34.28	-6.29	0.71	0.71	-0.002	0.0	0.0	0.0	G072_GPS	1.15	1.11
102.98	37.15	2.36	4.58	36.14	-4.86	0.58	0.57	-0.002	0.0	0.0	0.0	G073_GPS	0.98	0.93
102.01	37.32	2.08	5.08	36.48	-4.27	0.6	0.58	-0.0	0.0	0.0	0.0	G074_GPS	1.01	0.94
100.16	37.31	2.8	5.68	37.37	-3.81	0.61	0.61	-0.0	0.0	0.0	0.0	G075_GPS	1.02	0.98
100.48	37.22	2.8	6.07	36.96	-3.11	0.6	0.55	-0.001	0.0	0.0	0.0	G076_GPS	1.01	0.91
104.63	36.91	2.55	2.71	36.45	-7.56	0.55	0.6	-0.001	0.0	0.0	0.0	G077_GPS	0.94	0.97
103.16	36.89	3.46	4.45	37.53	-5.22	0.6	0.62	-0.001	0.0	0.0	0.0	G079_GPS	1.01	1.0
101.63	36.98	3.74	4.89	38.0	-4.46	0.51	0.59	-0.001	0.0	0.0	0.0	G080_GPS	0.89	0.96
102.56	36.89	3.21	4.91	36.96	-4.44	0.72	0.67	-0.0	0.0	0.0	0.0	G081_GPS	1.16	1.06
101.01	36.88	2.89	5.82	36.63	-3.87	0.63	0.62	-0.0	0.0	0.0	0.0	G082_GPS	1.05	1.0
103.25	36.71	3.6	4.3	37.72	-5.55	0.54	0.56	-0.002	0.0	0.0	0.0	G083_GPS	0.93	0.92
101.24	36.7	2.8	6.42	36.82	-2.95	0.8	0.8	-0.001	0.0	0.0	0.0	G084_GPS	1.27	1.22
104.74	36.43	3.62	2.18	37.44	-8.31	0.54	0.56	-0.002	0.0	0.0	0.0	G085_GPS	0.93	0.92
104.36	36.66	3.71	2.46	37.76	-7.39	0.58	0.6	0.0	0.0	0.0	0.0	G086_GPS	0.98	0.97
102.38	36.5	5.6	4.34	39.46	-5.49	0.6	0.56	-0.001	0.0	0.0	0.0	G087_GPS	1.01	0.92
101.54	36.49	3.16	6.91	37.4	-4.04	0.69	0.62	-0.0	0.0	0.0	0.0	G089_GPS	1.13	1.0
100.27	36.62	2.8	6.85	37.26	-2.95	0.55	0.64	-0.001	0.0	0.0	0.0	G090_GPS	0.94	1.02
103.44	37.15	2.02	4.38	35.91	-5.5	0.66	0.59	-0.001	0.0	0.0	0.0	G091_GPS	1.09	0.96
103.99	36.49	3.65	4.01	37.58	-6.48	0.57	0.56	-0.002	0.0	0.0	0.0	G092_GPS	0.97	0.92
102.89	36.33	3.46	5.46	37.43	-4.25	0.8	0.57	-0.001	0.0	0.0	0.0	G093_GPS	1.27	0.93
100.96	36.4	3.06	6.14	37.33	-3.16	0.58	0.56	-0.001	0.0	0.0	0.0	G094_GPS	0.98	0.92
103.42	36.15	3.78	2.51	38.01	-7.02	0.6	0.6	-0.002	0.0	0.0	0.0	G095_GPS	1.01	0.97
101.99	36.21	3.26	5.56	37.48	-4.18	0.61	0.62	-0.001	0.0	0.0	0.0	G096_GPS	1.02	1.0
100.55	36.22	3.46	6.48	37.75	-2.64	0.55	0.58	-0.001	0.0	0.0	0.0	G097_GPS	0.94	0.94
102.26	36.12	3.19	5.4	37.16	-4.76	0.62	0.6	0.0	0.0	0.0	0.0	G098_GPS	1.03	0.97
103.99	36.0	2.76	2.17	36.47	-7.49	0.7	0.68	-0.0	0.0	0.0	0.0	G099_GPS	1.14	1.07
101.11	36.45	2.82	6.32	37.52	-4.01	0.72	0.61	-0.003	0.0	0.0	0.0	G100_GPS	1.16	0.98
103.33	35.93	3.23	4.73	37.41	-5.19	0.55	0.57	-0.001	0.0	0.0	0.0	G101_GPS	0.94	0.93
102.03	35.92	3.26	6.24	37.97	-4.1	0.62	0.74	-0.005	0.0	0.0	0.0	G102_GPS	1.03	1.14
101.44	36.08	2.97	3.99	37.2	-5.61	0.68	0.76	-0.001	0.0	0.0	0.0	G103_GPS	1.11	1.17
104.16	35.88	2.36	3.52	36.46	-6.45	0.62	0.58	-0.003	0.0	0.0	0.0	G104_GPS	1.03	0.94
102.79	35.88	3.17	4.77	37.13	-5.03	0.6	0.66	0.005	0.0	0.0	0.0	G105_GPS	1.01	1.05
102.54	35.84	2.87	5.96	37.64	-4.55	0.62	0.6	-0.002	0.0	0.0	0.0	G106_GPS	1.03	0.97
104.55	35.54	1.7	2.21	36.04	-7.67	0.6	0.64	-0.002	0.0	0.0	0.0	G107_GPS	1.01	1.02
