Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
36.55	34.059	0.4	-0.58	23.5	24.35	0.52	0.52	-0.014	0.0	0.0	0.0	MSHR_GPS	0.9	0.87
36.269	34.885	-0.69	-2.26	21.05	22.37	0.46	0.45	0.019	0.0	0.0	0.0	MSHT_GPS	0.82	0.77
36.681	36.664	-1.21	-1.67	19.13	22.93	0.54	0.46	0.066	0.0	0.0	0.0	RAJO_GPS	0.93	0.79
36.01	33.625	-0.95	-0.67	21.92	24.46	0.47	0.47	-0.006	0.0	0.0	0.0	ROZA_GPS	0.83	0.8
36.913	32.702	0.33	0.4	24.1	25.5	0.45	0.44	-0.01	0.0	0.0	0.0	RSHD_GPS	0.8	0.76
35.769	35.659	-1.15	-1.83	20.05	22.81	0.47	0.48	0.031	0.0	0.0	0.0	RSHM_GPS	0.83	0.81
36.966	35.049	0.55	-0.04	22.54	24.95	0.44	0.45	0.033	0.0	0.0	0.0	SALM_GPS	0.79	0.77
36.051	33.613	0.39	-0.45	23.34	24.2	0.49	0.5	-0.006	0.0	0.0	0.0	SOBA_GPS	0.86	0.84
36.573	34.934	-0.44	-0.47	21.49	24.42	0.45	0.45	0.027	0.0	0.0	0.0	TELF_GPS	0.8	0.77
36.285	33.51	-0.75	-0.89	22.14	23.9	0.3	0.32	0.007	0.0	0.0	0.0	UDMC_GPS	0.58	0.59
35.909	34.466	-1.14	-2.45	20.98	22.07	0.78	0.76	0.015	0.0	0.0	0.0	ADAS_GPS	1.24	1.17
35.922	33.73	-0.8	-2.34	21.95	21.89	0.72	0.73	-0.019	0.0	0.0	0.0	ANJR_GPS	1.16	1.13
36.467	34.164	-1.18	-1.23	21.28	23.59	0.94	0.91	-0.006	0.0	0.0	0.0	ARSL_GPS	1.44	1.35
36.143	34.184	-1.08	-2.19	21.37	22.49	0.79	0.77	-0.037	0.0	0.0	0.0	BRKA_GPS	1.25	1.18
35.829	34.005	-1.4	-3.14	21.14	21.4	0.88	0.88	-0.005	0.0	0.0	0.0	FRYA_GPS	1.37	1.31
36.084	34.451	-1.08	-2.49	21.19	22.15	0.77	0.75	-0.0	0.0	0.0	0.0	HABT_GPS	1.23	1.16
35.767	34.094	-2.09	-3.19	20.31	21.36	0.78	0.79	0.018	0.0	0.0	0.0	HAYT_GPS	1.24	1.2
36.379	34.412	-0.25	-1.47	21.72	23.42	0.91	0.85	0.032	0.0	0.0	0.0	HRML_GPS	1.4	1.28
35.88	33.869	-1.35	-1.81	21.3	22.75	0.83	0.78	0.008	0.0	0.0	0.0	HZRT_GPS	1.3	1.19
35.411	33.651	-1.66	-3.75	21.06	20.59	0.78	0.79	-0.02	0.0	0.0	0.0	JIYE_GPS	1.24	1.2
35.589	33.555	-1.26	-3.3	21.56	21.23	0.78	0.77	0.0	0.0	0.0	0.0	JZIN_GPS	1.24	1.18
35.771	33.526	-1.96	-2.43	20.9	22.16	0.78	0.77	-0.047	0.0	0.0	0.0	MCHK_GPS	1.24	1.18
35.162	33.139	-0.73	-4.38	22.29	20.0	0.87	0.89	0.024	0.0	0.0	0.0	RBDA_GPS	1.35	1.32
36.225	33.86	-1.57	-0.47	21.01	24.25	0.84	0.85	-0.002	0.0	0.0	0.0	TFEL_GPS	1.32	1.28
35.674	34.115	-1.0	-3.23	21.1	21.19	0.34	0.28	0.009	0.0	0.0	0.0	LAUG_GPS	0.64	0.53
50.608	26.209	-0.64	-0.64	31.09	30.02	0.2	0.24	0.001	0.0	0.0	0.0	BAHR_GPS	0.42	0.47
35.023	32.779	-0.92	-4.17	22.28	19.76	0.32	0.34	0.003	0.0	0.0	0.0	BSHM_GPS	0.61	0.62
34.89	32.488	-1.22	-4.34	22.42	19.96	0.24	0.3	0.002	0.0	0.0	0.0	CSAR_GPS	0.49	0.56
35.771	33.182	-0.39	-1.81	22.76	22.7	0.23	0.23	0.004	0.0	0.0	0.0	ELRO_GPS	0.47	0.46
35.416	32.479	-1.36	-3.67	22.27	21.09	0.26	0.31	0.002	0.0	0.0	0.0	GILB_GPS	0.52	0.58
36.1	29.139	0.36	-0.95	26.77	23.33	0.27	0.27	-0.003	0.0	0.0	0.0	HALY_GPS	0.53	0.52
35.145	33.023	-1.03	-4.04	21.59	20.53	0.2	0.2	0.002	0.0	0.0	0.0	KABR_GPS	0.42	0.41
42.045	19.211	-0.25	0.34	34.74	28.47	0.28	0.29	0.034	0.0	0.0	0.0	NAMA_GPS	0.55	0.55
46.401	24.911	-0.05	0.14	31.65	28.16	0.28	0.25	0.005	0.0	0.0	0.0	SOLA_GPS	0.55	0.49
56.112	21.186	0.69	0.64	36.78	33.15	1.01	0.98	-0.126	0.0	0.0	0.0	YIBL_GPS	1.52	1.43
81.71	28.66	-3.88	-3.54	35.79	32.88	0.6	0.5	-0.01	0.0	0.0	0.0	BMCL_GPS	1.01	0.84
85.31	28.21	-3.15	-9.95	37.24	28.4	0.59	0.34	0.048	0.0	0.0	0.0	CHLM_GPS	0.99	0.62
86.9	30.45	1.47	-16.3	41.51	20.38	0.54	0.52	0.04	0.0	0.0	0.0	CUOM_GPS	0.93	0.87
107.0	40.32	-13.59	-43.52	29.78	-10.25	0.73	0.72	-0.003	0.0	0.0	0.0	D053_GPS	1.18	1.12
