Lon	Lat	E.vel	N.vel	E.adj	N.adj	E.sig	N.sig	Corr	U.vel	U.adj	U.sig	Stat	E.sig.scaled	N.sig.scaled
116.626	38.707	1.6	-6.47	30.79	-12.19	0.6	0.6	0.021	0.0	0.0	0.0	A105_GPS	1.05	1.02
117.088	40.041	-1.06	-3.49	28.14	-9.3	0.48	0.52	-0.017	0.0	0.0	0.0	A106_GPS	0.88	0.91
117.094	39.411	-0.66	-4.92	28.49	-10.8	0.6	0.6	-0.017	0.0	0.0	0.0	A109_GPS	1.05	1.02
117.305	39.117	0.38	-5.58	29.59	-12.04	0.6	0.55	0.016	0.0	0.0	0.0	A110_GPS	1.05	0.95
116.925	38.721	1.49	-4.67	30.66	-10.56	0.45	0.4	0.007	0.0	0.0	0.0	A112_GPS	0.84	0.74
117.503	39.644	0.2	-5.26	29.33	-11.39	0.55	0.5	0.007	0.0	0.0	0.0	A114_GPS	0.98	0.88
117.857	41.254	-1.31	-4.71	27.85	-10.87	0.33	0.4	0.013	0.0	0.0	0.0	A115_GPS	0.65	0.74
117.941	41.011	-1.15	-4.41	27.86	-10.59	0.32	0.41	0.004	0.0	0.0	0.0	A116_GPS	0.63	0.75
118.123	40.739	-1.32	-4.24	27.97	-10.73	0.36	0.5	0.005	0.0	0.0	0.0	A117_GPS	0.7	0.88
117.743	40.601	-1.14	-4.37	28.02	-10.44	0.49	0.55	0.007	0.0	0.0	0.0	A118_GPS	0.9	0.95
117.95	40.269	-0.74	-4.75	28.43	-10.89	0.42	0.45	0.006	0.0	0.0	0.0	A119_GPS	0.79	0.81
118.649	41.013	-1.06	-4.73	27.98	-10.74	0.48	0.47	0.011	0.0	0.0	0.0	A120_GPS	0.88	0.84
118.451	40.591	-1.6	-4.43	27.54	-10.8	0.48	0.55	-0.001	0.0	0.0	0.0	A121_GPS	0.88	0.95
118.284	40.382	-1.34	-4.62	27.78	-10.86	0.4	0.54	-0.007	0.0	0.0	0.0	A122_GPS	0.76	0.94
118.341	40.15	-2.1	-3.76	26.89	-10.07	0.45	0.43	-0.002	0.0	0.0	0.0	A123_GPS	0.84	0.78
119.203	40.952	-1.85	-4.48	27.22	-10.96	0.38	0.4	-0.003	0.0	0.0	0.0	A124_GPS	0.73	0.74
119.119	40.751	-1.11	-4.72	27.95	-11.45	0.63	0.66	-0.013	0.0	0.0	0.0	A125_GPS	1.1	1.1
118.914	40.35	-1.21	-4.26	27.81	-10.7	0.6	0.58	-0.007	0.0	0.0	0.0	A126_GPS	1.05	0.99
118.71	40.033	-1.14	-3.97	27.96	-10.26	0.44	0.41	0.007	0.0	0.0	0.0	A127_GPS	0.82	0.75
119.782	40.806	-1.28	-4.48	27.67	-11.19	0.46	0.32	-0.005	0.0	0.0	0.0	A128_GPS	0.85	0.62
119.377	40.466	-1.54	-4.41	27.45	-11.0	0.36	0.45	0.004	0.0	0.0	0.0	A129_GPS	0.7	0.81
119.165	40.335	-1.42	-4.23	27.59	-10.75	0.5	0.52	0.004	0.0	0.0	0.0	A130_GPS	0.91	0.91
119.708	40.367	-1.34	-4.38	27.62	-11.07	0.48	0.38	-0.001	0.0	0.0	0.0	A131_GPS	0.88	0.71
120.302	40.307	-1.48	-3.98	27.66	-10.8	0.3	0.48	-0.003	0.0	0.0	0.0	A132_GPS	0.6	0.85
119.663	40.013	-1.6	-4.53	27.46	-11.26	0.39	0.51	-0.001	0.0	0.0	0.0	A133_GPS	0.74	0.89
117.698	39.967	-0.6	-5.27	28.58	-11.33	0.48	0.41	0.006	0.0	0.0	0.0	A134_GPS	0.88	0.75
117.793	39.699	-1.1	-5.01	27.99	-11.15	0.5	0.53	0.009	0.0	0.0	0.0	A135_GPS	0.91	0.92
117.475	39.334	0.67	-4.84	29.96	-10.78	0.49	0.51	0.025	0.0	0.0	0.0	A136_GPS	0.9	0.89
117.65	39.095	1.23	-4.38	30.36	-10.42	0.6	0.6	0.029	0.0	0.0	0.0	A138_GPS	1.05	1.02
118.127	39.853	-1.65	-4.62	27.54	-10.73	0.49	0.46	0.008	0.0	0.0	0.0	A139_GPS	0.9	0.82
118.218	39.624	-0.2	-4.52	28.95	-10.55	0.49	0.46	0.018	0.0	0.0	0.0	A140_GPS	0.9	0.82
118.308	39.048	0.22	-6.64	29.29	-12.97	0.3	0.35	0.004	0.0	0.0	0.0	A141_GPS	0.6	0.66
118.732	39.694	-1.88	-5.02	27.09	-11.36	0.41	0.56	0.0	0.0	0.0	0.0	A142_GPS	0.78	0.96
118.553	39.542	-0.95	-5.04	28.12	-11.42	0.7	0.75	-0.035	0.0	0.0	0.0	A143_GPS	1.19	1.22
118.527	39.306	-0.2	-5.89	29.04	-12.21	0.48	0.48	-0.002	0.0	0.0	0.0	A144_GPS	0.88	0.85
118.885	39.471	-1.52	-5.01	27.59	-11.49	0.65	0.52	-0.034	0.0	0.0	0.0	A145_GPS	1.12	0.91
119.266	39.87	-1.76	-4.36	27.51	-11.08	0.46	0.44	-0.001	0.0	0.0	0.0	A147_GPS	0.85	0.79
118.998	39.904	-1.18	-4.55	27.84	-11.02	0.55	0.38	0.004	0.0	0.0	0.0	A148_GPS	0.98	0.71
116.155	40.324	-0.15	-5.11	29.12	-10.49	0.48	0.46	0.019	0.0	0.0	0.0	A150_GPS	0.88	0.82
116.144	40.259	0.04	-5.98	29.32	-11.59	0.3	0.3	0.011	0.0	0.0	0.0	A151_GPS	0.6	0.58
116.069	40.267	0.05	-5.48	29.33	-11.07	0.55	0.55	0.006	0.0	0.0	0.0	A153_GPS	0.98	0.95
116.132	40.194	-0.8	-6.5	29.33	-12.18	0.75	0.75	-0.017	0.0	0.0	0.0	A154_GPS	1.26	1.22
116.144	39.883	0.37	-4.78	29.65	-10.39	0.55	0.55	0.008	0.0	0.0	0.0	A155_GPS	0.98	0.95
116.31	39.81	1.37	-4.65	30.64	-10.22	0.6	0.65	0.004	0.0	0.0	0.0	A156_GPS	1.05	1.08
116.156	39.843	0.6	-4.87	29.76	-10.49	0.44	0.42	0.003	0.0	0.0	0.0	A157_GPS	0.82	0.76
116.06	39.833	0.55	-4.93	29.77	-10.37	0.42	0.34	0.01	0.0	0.0	0.0	A158_GPS	0.79	0.65
112.188	39.312	1.46	-6.09	30.89	-10.37	0.5	0.4	-0.04	0.0	0.0	0.0	A376_GPS	0.91	0.74
85.358	27.697	9.93	27.42	36.76	34.51	2.16	1.45	0.04	0.0	0.0	0.0	AIRP_GPS	2.97	2.06
77.323	40.332	1.64	6.07	30.43	13.31	0.4	0.4	0.004	0.0	0.0	0.0	AJ02_GPS	0.76	0.74
78.966	39.877	0.08	10.78	29.05	15.45	0.5	0.5	0.029	0.0	0.0	0.0	AKTA_GPS	0.91	0.88
85.456	37.387	-1.14	6.01	28.17	10.65	1.2	1.1	0.029	0.0	0.0	0.0	AQIN_GPS	1.85	1.65
76.856	38.449	-2.09	12.97	26.69	20.35	1.0	0.8	-0.23	0.0	0.0	0.0	AS25_GPS	1.59	1.28
