Lon,Lat,E.vel,N.vel,E.adj,N.adj,E.sig,N.sig,Corr,U.vel,U.adj,U.sig,Stat,Ref
92.794,55.993,-1.68,-1.24,25.11,-4.65,0.17,0.19,0.01,-0.02,-0.02,3.0,KSTU_GPS,nocquet_2012_eura
92.794,55.993,-1.85,-1.52,24.94,-4.93,0.79,1.21,-0.0,0.27,0.27,3.0,KSTU_GPS,graham_2021_eura
92.794,55.993,-2.49,-1.23,24.3,-4.64,0.5,0.6,-0.0,0.22,0.22,3.0,KSTU_GPS,wang_shen_2020_eura
92.794,55.993,-1.86,-0.83,24.93,-4.24,0.42,0.42,0.002,-1.07,-1.07,3.05,KSTU_GPS,zubovich_2010_eura
92.794,55.993,-1.82,-1.14,24.97,-4.55,0.57,0.57,0.001,0.6,0.6,3.0,KSTU_GPS,reilinger_2006_eura
78.19,41.864,3.94,10.78,32.74,11.58,0.39,0.41,0.0,0.01,0.01,3.0,KUMT_GPS,nocquet_2012_eura
78.19,41.864,4.03,11.18,32.83,11.98,0.77,0.84,0.0,0.26,0.26,3.0,KUMT_GPS,graham_2021_eura
78.199,41.868,1.28,9.76,30.08,10.56,0.41,0.4,-0.001,-4.16,-4.16,3.08,n251_GPS,wang_barbot_2023_eura
78.199,41.868,1.17,9.81,29.97,10.61,0.4,0.39,0.0,0.26,0.26,3.0,KMTR_GPS,graham_2021_eura
78.19921,41.8678,1.63,7.53,30.43,8.33,0.28,0.59,-0.193,2.88,2.88,3.03,KMTR_GPS,perry_2018_eura
78.19,41.864,4.15,11.12,32.95,11.92,0.76,0.84,0.001,-4.16,-4.16,3.08,n254_GPS,wang_barbot_2023_eura
78.199,41.868,2.45,9.96,31.25,10.76,0.2,0.3,-0.0,0.25,0.25,3.0,KMTR_GPS,wang_shen_2020_eura
102.797,25.029,2.99,-11.68,31.08,-17.87,0.17,0.17,0.001,-0.04,-0.04,3.0,KUNM_GPS,nocquet_2012_eura
102.8,25.03,1.51,-13.06,29.6,-19.25,0.64,0.63,-0.011,-2.28,-2.28,1.84,KMIN_GPS,liang_2013_eura
102.8,25.03,1.71,-14.06,29.8,-20.25,0.63,0.63,-0.041,-0.88,-0.88,1.79,KUNM_GPS,liang_2013_eura
102.797,25.03,3.3,-10.99,31.39,-17.18,0.48,0.51,0.001,0.18,0.18,3.0,KUNM_GPS,graham_2021_eura
102.797,25.029,2.55,-11.21,30.64,-17.4,0.2,0.2,0.003,0.15,0.15,3.0,KUNM_GPS,wang_shen_2020_eura
102.797,25.03,1.57,-11.22,29.66,-17.41,0.48,0.44,-0.013,9.23,9.23,3.5,n255_GPS,wang_barbot_2023_eura
102.7972,25.0295,6.5,-8.09,34.59,-14.28,0.83,0.4,0.0,0.14,0.14,3.0,KUNM_GPS,bougrine_2019_eura
351.332,37.099,-1.89,1.04,17.2,17.66,0.12,0.12,-0.01,0.1,0.1,3.0,LAGO_GPS,nocquet_2012_eura
351.3316,37.0989,-1.48,0.94,17.61,17.56,0.13,0.11,0.0,0.73,0.73,0.39,LAGO_GPS,pinaValdes_2022_eura
351.3316,37.0989,-1.48,0.82,0.0,0.0,0.06,0.04,0.001,-0.74,0.0,0.16,LAGO_GPS,serpelloni_2022_eura
351.33162,37.09894,-1.77,0.97,17.32,17.59,0.37,0.17,0.001,0.57,0.57,0.18,LAGO_GPS,euref_all_eura
351.3316,37.0989,-1.77,0.89,17.32,17.51,0.08,0.07,0.0,0.6,0.6,3.02,LAGO_GPS,billi_2023_eura
351.3316,37.0989,-1.26,1.1,17.83,17.72,0.18,0.21,0.001,0.59,0.59,3.0,LAGO_GPS,saleh_2015_eura
20.67,53.892,-0.51,-0.14,20.19,14.28,0.13,0.13,0.0,0.06,0.06,3.0,LAMA_GPS,nocquet_2012_eura
20.67,53.8924,-0.36,0.04,20.34,14.46,0.09,0.09,-0.01,0.28,0.28,3.0,LAMA_GPS,bougrine_2019_eura
20.67,53.892,-0.8,-0.07,19.9,14.35,0.11,0.06,0.0,6.18,6.18,0.89,LAMA_GPS,euref_ch8_eura
20.67,53.892,-1.31,-0.03,19.39,14.39,0.43,0.43,-0.001,1.0,1.0,3.0,LAMA_GPS,reilinger_2006_eura
20.6699,53.8924,-0.38,0.09,20.32,14.51,0.1,0.11,0.0,-0.8,-0.8,0.34,LAMA_GPS,pinaValdes_2022_eura
20.66994,53.8924,-0.34,0.0,20.36,14.42,0.1,0.03,0.002,0.12,0.12,0.27,LAMA_GPS,euref_all_eura
20.6699,53.8924,-0.34,-0.02,0.0,0.0,0.04,0.04,0.001,-0.38,0.0,0.21,LAMA_GPS,serpelloni_2022_eura
12.606,35.5,-2.87,3.3,20.09,18.75,0.13,0.12,-0.0,0.1,0.1,3.0,LAMP_GPS,nocquet_2012_eura
12.6057,35.4998,-2.48,3.48,20.48,18.93,0.27,0.24,0.0,0.18,0.18,3.0,LAMP_GPS,bougrine_2019_eura
12.606,35.5,0.23,1.4,23.19,16.85,0.08,0.13,0.002,5.09,5.09,0.26,LAMP_GPS,euref_ch8_eura
12.6057,35.4998,-2.34,2.93,20.62,18.38,0.13,0.12,-0.0,0.11,0.11,0.47,LAMP_GPS,pinaValdes_2022_eura
12.6057,35.4998,-3.04,3.18,19.92,18.63,0.07,0.09,0.001,2.03,2.03,3.01,LAMP_GPS,billi_2023_eura
12.60566,35.49978,-3.06,3.13,19.9,18.58,0.29,0.19,0.001,0.24,0.24,0.37,LAMP_GPS,euref_all_eura
12.60566,35.49978,-2.66,3.27,20.3,18.72,0.06,0.06,0.011,0.27,0.27,3.0,LAMP_GPS,bahrouni_2020_eura
12.6057,35.4998,-1.89,1.19,21.07,16.64,0.29,0.42,0.001,0.28,0.28,3.0,LAMP_GPS,saleh_2015_eura
12.6057,35.4998,-2.89,3.22,0.0,0.0,0.04,0.04,0.001,-0.13,0.0,0.19,LAMP_GPS,serpelloni_2022_eura
35.674,34.115,-5.26,9.31,21.01,21.12,0.28,0.24,0.0,0.09,0.09,3.0,LAUG_GPS,nocquet_2012_eura
35.6744,34.115,-4.67,9.85,0.0,0.0,0.34,0.28,0.001,0.14,0.0,1.09,LAUG_GPS,serpelloni_2022_eura
35.674,34.115,-5.25,9.14,21.02,20.95,0.26,0.26,-0.004,-18.32,-18.32,4.62,LAUG_GPS,gomez_2020_eura
35.674,34.115,-7.71,8.41,18.56,20.22,0.95,0.95,0.0,0.93,0.93,3.0,LAUG_GPS,reilinger_2006_eura
35.6743,34.11499,-4.89,9.46,21.38,21.27,0.29,0.28,0.017,-0.39,-0.39,1.55,LAUG_2PS,ergintav_2023_eura
35.674,34.115,-5.17,9.38,21.1,21.19,0.51,0.5,0.009,4.56,4.56,5.95,LAUG_GPS,alchalbi_2013_eura
12.374,51.354,-0.15,-0.34,19.48,15.12,0.53,0.73,-0.0,0.07,0.07,3.0,LEIJ_GPS,nocquet_2012_eura
12.37405,51.354,-0.01,0.0,19.62,15.46,0.09,0.06,0.001,-0.29,-0.29,0.17,LEIP_GPS,euref_all_eura
12.3741,51.354,-0.45,-0.46,19.18,15.0,0.31,0.38,-0.06,0.27,0.27,3.0,LEIJ_GPS,bougrine_2019_eura
12.3741,51.354,-0.24,-0.21,0.0,0.0,0.05,0.04,0.001,-0.15,0.0,0.24,LEIJ_GPS,serpelloni_2022_eura
12.3741,51.354,0.04,-0.08,0.0,0.0,0.08,0.08,0.001,-1.14,0.0,0.36,LEIP_GPS,serpelloni_2022_eura
12.374,51.354,-0.19,0.02,19.44,15.48,0.14,0.17,0.0,-0.49,-0.49,0.57,LEIJ_GPS,pinaValdes_2022_eura
12.37409,51.35398,-0.16,-0.15,19.47,15.31,0.1,0.1,0.001,0.3,0.3,0.17,LEIJ_GPS,euref_all_eura
91.104,29.657,17.25,17.56,46.02,14.63,0.16,0.16,0.0,-0.02,-0.02,3.0,LHAS_GPS,nocquet_2012_eura
91.104,29.6573,17.21,18.7,45.98,15.77,0.36,0.39,0.0,0.16,0.16,3.0,LHAS_GPS,bougrine_2019_eura
91.104,29.6573,17.21,18.7,45.98,15.77,0.36,0.39,0.0,0.16,0.16,3.0,LHAZ_GPS,bougrine_2019_eura
91.104,29.657,16.83,18.49,45.6,15.56,0.32,0.32,0.001,0.54,0.54,3.04,LHAS_GPS,zubovich_2010_eura
91.104,29.657,17.03,18.89,45.8,15.96,0.51,0.51,-0.002,0.54,0.54,3.04,LHAZ_GPS,zubovich_2010_eura
91.104,29.657,17.37,18.34,46.14,15.41,0.1,0.1,0.005,0.2,0.2,3.0,LHAS_GPS,wang_shen_2020_eura
91.104,29.657,17.24,18.82,46.01,15.89,0.42,0.41,0.001,0.22,0.22,3.0,LHA0_GPS,graham_2021_eura
91.104,29.6573,17.17,18.83,0.0,0.0,0.31,0.33,0.001,1.56,0.0,0.78,LHAS_GPS,serpelloni_2022_eura
91.1,29.66,18.55,18.23,47.32,15.3,0.54,0.54,0.047,3.07,3.07,1.22,LHAZ_GPS,liang_2013_eura
91.104,29.6573,17.86,18.42,0.0,0.0,0.1,0.1,0.001,1.31,0.0,0.33,LHAZ_GPS,serpelloni_2022_eura
91.104,29.657,17.84,18.37,46.61,15.44,0.11,0.1,0.01,4.65,4.65,3.13,n256_GPS,wang_barbot_2023_eura
91.10403,29.65733,16.72,18.34,45.49,15.41,0.54,0.54,-0.007,1.63,1.63,1.71,LHAZ_GPS,castro_2021_eura
34.866,31.378,-3.78,7.18,22.55,19.15,0.23,0.25,0.0,0.09,0.09,3.0,LHAV_GPS,nocquet_2012_eura
34.8667,31.3781,-3.5,7.82,22.83,19.79,0.1,0.1,0.001,-0.37,-0.37,3.01,KLHV_GPS,hamiel_2021_eura
34.866,31.378,-3.83,7.77,22.5,19.74,0.74,0.74,0.0,0.93,0.93,3.0,LHAV_GPS,reilinger_2006_eura
34.8663,31.3778,-3.7,7.2,0.0,0.0,0.13,0.13,0.001,1.76,0.0,0.54,LHAV_GPS,serpelloni_2022_eura
34.866,31.378,-4.44,6.18,21.89,18.15,0.38,0.38,0.0,-23.72,-23.72,3.63,LHAV_GPS,gomez_2020_eura
34.8667,31.3781,-3.69,7.51,22.64,19.48,0.29,0.33,0.001,-0.04,-0.04,3.0,KLHV_GPS,saleh_2015_eura
34.8663,31.3778,-4.11,7.01,22.22,18.98,0.6,0.4,0.001,-0.04,-0.04,3.0,LHAV_GPS,saleh_2015_eura
34.8667,31.3781,-3.41,7.83,0.0,0.0,0.07,0.07,0.001,2.1,0.0,0.31,KLHV_GPS,serpelloni_2022_eura
1.973,42.478,-0.12,-0.12,19.61,16.19,0.17,0.17,-0.0,0.09,0.09,3.0,LLIV_GPS,nocquet_2012_eura
1.973,42.4781,0.52,0.12,20.25,16.43,0.25,0.47,0.01,0.22,0.22,3.0,LLIV_GPS,bougrine_2019_eura
1.973,42.4781,0.01,0.05,19.74,16.36,0.11,0.13,-0.0,0.37,0.37,0.39,LLIV_GPS,pinaValdes_2022_eura
1.97305,42.47812,-0.07,-0.04,19.66,16.27,0.2,0.21,0.001,0.68,0.68,0.4,LLIV_GPS,euref_all_eura
1.9731,42.4781,0.08,0.05,0.0,0.0,0.04,0.04,0.001,-0.34,0.0,0.15,LLIV_GPS,serpelloni_2022_eura
342.106,28.764,-3.36,0.44,16.32,16.87,0.18,0.17,0.0,0.11,0.11,3.0,LPAL_GPS,nocquet_2012_eura
342.1062,28.7639,-3.91,1.07,15.77,17.5,0.12,0.12,0.01,0.16,0.16,3.0,LPAL_GPS,bougrine_2019_eura
342.1062,28.7639,-3.43,1.21,16.25,17.64,0.15,0.15,-0.0,1.14,1.14,0.4,LPAL_GPS,pinaValdes_2022_eura
342.11,28.76,-3.97,0.76,15.71,17.19,0.17,0.19,0.215,-0.07,-0.07,3.0,LPAL_GPS,wedmore_2021_eura
342.1062,28.7639,-3.84,1.16,0.0,0.0,0.07,0.08,0.001,-0.78,0.0,0.24,LPAL_GPS,serpelloni_2022_eura
358.781,46.159,0.06,0.03,18.22,16.48,0.13,0.13,-0.0,0.09,0.09,3.0,LROC_GPS,nocquet_2012_eura
358.7807,46.1589,0.1,0.1,0.0,0.0,0.06,0.04,0.001,-0.67,0.0,0.14,LROC_GPS,serpelloni_2022_eura
358.78069,46.15894,0.01,0.01,18.17,16.46,0.14,0.17,0.001,0.49,0.49,0.33,LROC_GPS,euref_all_eura
358.7807,46.1589,0.82,0.27,18.98,16.72,0.24,0.34,-0.0,0.24,0.24,3.0,LROC_GPS,bougrine_2019_eura
358.781,46.159,0.11,0.19,18.27,16.64,0.28,0.18,-0.0,0.24,0.24,3.0,LROC_GPS,graham_2021_eura
358.7807,46.1589,0.03,0.05,18.19,16.5,0.1,0.09,-0.0,0.1,0.1,0.29,LROC_GPS,pinaValdes_2022_eura
358.7807,46.1589,-0.11,0.05,18.05,16.5,0.2,0.19,-0.003,0.72,0.72,3.0,LROC_GPS,saleh_2015_eura
12.493,41.893,-1.26,1.18,20.56,16.63,0.2,0.18,-0.0,0.09,0.09,3.0,M0SE_GPS,nocquet_2012_eura
12.4937,41.8932,-0.99,0.85,0.0,0.0,0.08,0.09,0.001,-0.53,0.0,0.42,ROUN_GPS,serpelloni_2022_eura
12.493,41.893,-0.21,1.04,21.61,16.49,0.15,0.12,0.001,5.05,5.05,0.21,M0SE_GPS,euref_ch8_eura
12.4937,41.8932,-0.93,0.22,20.89,15.67,0.22,0.82,0.001,0.57,0.57,0.41,ROUN_GPS,euref_all_eura
12.4933,41.8931,-1.02,0.98,0.0,0.0,0.04,0.05,0.001,-0.58,0.0,0.22,M0SE_GPS,serpelloni_2022_eura
12.49326,41.89311,-1.43,0.68,20.39,16.13,0.33,0.42,0.001,0.05,0.05,0.63,M0SE_GPS,euref_all_eura
12.4934,41.8931,-1.35,0.77,20.47,16.22,0.15,0.13,0.0,-0.3,-0.3,0.46,M0SE_GPS,pinaValdes_2022_eura
355.75,40.429,-0.4,-0.17,18.66,16.39,0.13,0.13,-0.0,0.1,0.1,3.0,MADR_GPS,nocquet_2012_eura
355.7503,40.4292,-0.28,-0.03,0.0,0.0,0.06,0.06,0.001,0.14,0.0,0.25,MAD2_GPS,serpelloni_2022_eura
355.7503,40.4292,-0.34,-0.09,0.0,0.0,0.05,0.06,0.001,0.45,0.0,0.19,MADR_GPS,serpelloni_2022_eura
355.75015,40.42908,-0.29,0.12,18.77,16.68,0.23,0.12,0.001,1.39,1.39,0.18,MAD2_GPS,euref_all_eura
355.75034,40.42916,-0.68,0.02,18.38,16.58,0.74,0.11,0.001,1.75,1.75,0.47,MADR_GPS,euref_all_eura
355.7502,40.4291,-0.32,0.06,18.74,16.62,0.15,0.13,0.0,1.11,1.11,0.49,MAD2_GPS,pinaValdes_2022_eura
73.526,4.189,21.05,32.76,46.01,34.91,0.18,0.18,0.0,0.04,0.04,3.0,MALD_GPS,nocquet_2012_eura
73.526,4.189,18.8,32.56,43.76,34.71,0.7,0.6,0.0,0.19,0.19,3.0,MALD_GPS,wang_shen_2020_eura
73.526,4.189,18.65,31.92,43.61,34.07,1.25,0.87,0.0,0.13,0.13,3.0,MALD_GPS,graham_2021_eura
17.259,60.595,-0.42,-0.84,17.7,14.04,0.11,0.11,0.0,0.05,0.05,3.0,44991_GP,nocquet_2012_eura
17.2584,60.5951,-0.44,-0.72,0.0,0.0,0.09,0.08,0.001,7.96,0.0,0.58,MAR7_GPS,serpelloni_2022_eura
17.2585,60.5951,-0.45,-0.55,17.67,14.33,0.15,0.14,0.0,6.47,6.47,0.47,MAR6_GPS,pinaValdes_2022_eura
17.259,60.595,-0.43,-0.74,17.69,14.14,0.09,0.05,0.006,6.3,6.3,0.22,MAR6_GPS,euref_ch8_eura
17.258,60.595,-0.48,-0.71,17.64,14.17,0.08,0.02,0.016,6.31,6.31,0.22,MAR7_GPS,euref_ch8_eura
17.2584,60.59506,-0.46,-0.73,17.66,14.15,0.28,0.32,0.001,7.63,7.63,1.63,MAR7_GPS,euref_all_eura
17.2585,60.5951,-0.3,-0.76,0.0,0.0,0.05,0.05,0.001,7.56,0.0,0.26,MAR6_GPS,serpelloni_2022_eura
5.354,43.279,-0.22,-0.07,19.97,16.02,0.15,0.14,-0.0,0.09,0.09,3.0,MARS_GPS,nocquet_2012_eura
5.35379,43.27877,-0.17,0.04,20.02,16.13,0.17,0.16,0.001,-0.11,-0.11,0.56,MARS_GPS,euref_all_eura
5.3538,43.2788,-0.1,-0.01,20.09,16.08,0.12,0.12,-0.0,-0.77,-0.77,0.48,MARS_GPS,pinaValdes_2022_eura
5.3538,43.2788,-0.32,0.1,0.0,0.0,0.04,0.04,0.001,-0.96,0.0,0.16,MARS_GPS,serpelloni_2022_eura
5.3538,43.2788,-0.42,0.08,19.77,16.17,0.43,0.34,-0.0,0.23,0.23,3.0,MARS_GPS,bougrine_2019_eura
5.354,43.279,-0.14,-0.14,20.05,15.95,0.28,0.32,0.001,10.33,10.33,1.63,MARS_GPS,euref_ch8_eura
16.704,40.649,0.8,4.24,23.58,19.2,0.12,0.11,-0.01,0.09,0.09,3.0,MAT1_GPS,nocquet_2012_eura
16.7045,40.6491,0.96,3.52,23.74,18.48,0.25,0.28,-0.001,0.38,0.38,3.0,MAT1_GPS,saleh_2015_eura
16.70454,40.64906,0.94,4.31,23.72,19.27,0.3,0.25,0.001,0.55,0.55,0.81,MAT1_GPS,euref_all_eura
16.70446,40.64913,0.67,4.27,23.45,19.23,0.13,0.21,0.001,0.62,0.62,0.16,MATE_GPS,euref_all_eura
16.70462,40.649,0.63,4.27,23.41,19.23,0.19,0.18,0.001,0.67,0.67,0.53,MATG_GPS,euref_all_eura
16.7046,40.6491,0.76,4.31,23.54,19.27,0.13,0.14,0.0,0.2,0.2,0.39,MAT1_GPS,pinaValdes_2022_eura
16.704,40.649,0.77,4.55,23.55,19.51,1.38,1.39,0.001,1.02,1.02,3.43,MATE_GPS,ozkan_2022_eura
16.7045,40.6491,1.15,4.3,0.0,0.0,0.04,0.05,0.001,-0.06,0.0,0.17,MAT1_GPS,serpelloni_2022_eura
16.7046,40.6491,0.74,4.18,23.52,19.14,0.11,0.1,-0.01,0.21,0.21,3.0,MAT1_GPS,bougrine_2019_eura
16.7045,40.6491,0.74,4.18,23.52,19.14,0.11,0.1,-0.01,0.21,0.21,3.0,MATE_GPS,bougrine_2019_eura
16.7047,40.649,0.74,4.18,23.52,19.14,0.11,0.1,-0.01,0.21,0.21,3.0,MATG_GPS,bougrine_2019_eura
16.704,40.649,0.65,4.29,23.43,19.25,0.1,0.1,-0.001,0.29,0.29,3.0,MATE_GPS,wang_shen_2020_eura
16.70446,40.64913,1.27,4.06,24.05,19.02,0.35,0.35,-0.009,-0.32,-0.32,1.05,MATE_GPS,castro_2021_eura
16.704,40.649,-0.79,1.34,21.99,16.3,0.03,0.01,-0.013,7.53,7.53,0.21,MATE_GPS,euref_ch8_eura
16.7045,40.6491,0.7,4.37,0.0,0.0,0.03,0.04,0.001,0.11,0.0,0.12,MATE_GPS,serpelloni_2022_eura
16.7046,40.649,0.82,4.1,0.0,0.0,0.07,0.11,0.001,0.16,0.0,0.35,MATG_GPS,serpelloni_2022_eura
16.704,40.649,1.16,3.95,23.94,18.91,0.16,0.22,0.0,0.23,0.23,3.0,MATE_GPS,ozdemir_2019_eura
16.704,40.649,0.92,4.42,23.7,19.38,0.39,0.39,0.001,1.02,1.02,3.0,MATE_GPS,reilinger_2006_eura
37.215,56.022,-0.51,0.25,22.76,11.73,0.15,0.15,0.0,0.05,0.05,3.0,MDVJ_GPS,nocquet_2012_eura
37.22359,56.02749,-0.63,-0.13,22.64,11.34,0.43,0.22,0.001,0.3,0.3,0.23,MDVO_GPS,euref_all_eura
37.224,56.027,-0.33,0.46,22.94,11.93,0.58,0.57,0.001,0.94,0.94,3.0,MDVO_GPS,reilinger_2006_eura
37.2145,56.0215,-0.54,0.22,0.0,0.0,0.09,0.08,0.001,0.34,0.0,0.36,MDVJ_GPS,serpelloni_2022_eura
37.2236,56.0275,-0.9,-0.4,0.0,0.0,0.3,0.32,0.001,0.59,0.0,1.33,MDVO_GPS,serpelloni_2022_eura
37.2145,56.0215,-0.41,0.19,22.86,11.67,0.12,0.12,-0.0,-1.0,-1.0,0.4,MDVJ_GPS,pinaValdes_2022_eura
37.215,56.021,-1.18,3.2,22.09,14.68,0.13,0.21,-0.002,8.65,8.65,0.21,MDVJ_GPS,euref_ch8_eura
37.2145,56.0215,-0.5,0.01,22.77,11.49,0.09,0.11,-0.01,0.29,0.29,3.0,MDVJ_GPS,bougrine_2019_eura
37.2145,56.02149,-0.38,0.13,22.89,11.61,0.3,0.21,0.001,0.25,0.25,0.34,MDVJ_GPS,euref_all_eura
37.2236,56.0275,-0.73,-0.06,22.54,11.41,0.13,0.12,-0.0,-0.55,-0.55,0.51,MDVO_GPS,pinaValdes_2022_eura
37.21451,56.02149,-0.28,1.0,22.99,12.48,0.16,0.43,-0.032,-1.51,-1.51,3.04,MDVJ_GPS,perry_2018_eura
11.647,44.52,1.65,2.12,22.76,17.66,0.11,0.11,-0.0,0.09,0.09,3.0,MEDI_GPS,nocquet_2012_eura
11.64681,44.51996,1.23,2.37,22.34,17.91,0.41,0.22,0.001,-1.17,-1.17,0.6,MEDI_GPS,euref_all_eura
11.6465,44.52,0.95,2.72,0.0,0.0,0.04,0.04,0.001,-1.3,0.0,0.25,MSEL_GPS,serpelloni_2022_eura
11.6468,44.52,1.33,2.56,22.44,18.1,0.4,0.25,-0.001,0.54,0.54,3.0,MEDI_GPS,saleh_2015_eura
11.647,44.52,2.61,1.21,23.72,16.75,0.49,0.49,-0.0,1.03,1.03,3.0,MEDI_GPS,reilinger_2006_eura
11.6467,44.52,1.05,2.49,22.16,18.03,0.13,0.12,0.0,-1.65,-1.65,0.38,MEDI_GPS,pinaValdes_2022_eura
11.647,44.52,-0.35,0.53,20.76,16.07,0.3,0.21,0.001,4.9,4.9,0.34,MEDI_GPS,euref_ch8_eura
11.6468,44.52,1.09,2.82,22.2,18.36,0.21,0.14,-0.0,0.23,0.23,3.0,MEDI_GPS,bougrine_2019_eura
11.6465,44.52,0.92,2.7,22.03,18.24,0.08,0.08,0.001,-0.45,-0.45,0.61,MSEL_GPS,euref_all_eura
34.256,36.566,-12.07,4.39,13.85,16.48,0.17,0.17,0.0,0.08,0.08,3.0,MERS_GPS,nocquet_2012_eura
34.2559,36.5664,-11.85,4.32,0.0,0.0,0.05,0.06,0.001,-0.27,0.0,0.2,MERS_GPS,serpelloni_2022_eura
34.25585,36.56639,-11.13,3.59,14.79,15.68,0.35,0.36,0.003,-1.14,-1.14,1.14,MERS_GPS,castro_2021_eura
34.2559,36.56639,-11.55,3.97,14.37,16.06,0.26,0.45,0.001,-0.81,-0.81,0.59,MERS_GPS,euref_all_eura
34.2558,36.56639,-11.23,3.58,14.69,15.67,0.26,0.34,0.009,-1.26,-1.26,1.45,MERS_GPS,ergintav_2023_eura
34.2558,36.56639,-11.23,3.58,14.69,15.67,0.26,0.34,0.009,-1.26,-1.26,2.21,MERS_GIZ,ergintav_2023_eura
34.256,36.566,-12.11,5.26,13.81,17.35,0.43,0.44,-0.01,-2.63,-2.63,7.16,MERS_GPS,gomez_2020_eura
34.256,36.566,-12.4,4.92,13.52,17.01,0.69,0.69,0.0,0.95,0.95,3.0,MERS_GPS,reilinger_2006_eura
34.25585,36.56639,-12.46,4.19,13.46,16.28,0.05,0.05,0.016,-1.77,-1.77,3.05,MERS_GPS,kurt_2023_eura
24.395,60.218,0.17,-0.98,19.96,12.87,0.11,0.11,0.0,0.05,0.05,3.0,METS_GPS,nocquet_2012_eura
24.395,60.217,0.12,-0.85,19.91,13.0,0.42,0.42,0.001,0.96,0.96,3.0,METS_GPS,reilinger_2006_eura
24.3945,60.2175,0.18,-1.0,0.0,0.0,0.27,0.26,0.001,5.55,0.0,1.3,MET3_GPS,serpelloni_2022_eura
24.395,60.217,-0.15,-2.16,19.64,11.69,0.26,0.25,0.001,10.01,10.01,0.45,METZ_GPS,euref_ch8_eura
24.3953,60.2175,0.27,-1.04,0.0,0.0,0.05,0.06,0.001,3.96,0.0,0.22,METS_GPS,serpelloni_2022_eura
24.3953,60.2175,0.17,-0.98,0.0,0.0,0.12,0.13,0.001,4.4,0.0,0.53,METZ_GPS,serpelloni_2022_eura
24.395,60.217,0.04,-0.97,19.83,12.88,0.35,0.36,0.001,4.66,4.66,0.33,MET1_GPS,euref_all_eura
24.39449,60.21745,0.1,-0.94,19.89,12.91,0.55,0.13,0.001,4.58,4.58,0.4,MET3_GPS,euref_all_eura
24.39532,60.21747,0.15,-0.99,19.94,12.86,0.26,0.25,0.001,4.46,4.46,0.44,METS_GPS,euref_all_eura
24.39531,60.21749,0.12,-0.96,19.91,12.89,0.4,0.08,0.002,4.64,4.64,0.32,METZ_GPS,euref_all_eura
24.395,60.217,-3.85,1.14,15.94,14.99,0.21,0.25,0.001,5.09,5.09,0.65,METS_GPS,euref_ch8_eura
24.395,60.2174,0.24,-0.81,20.03,13.04,0.13,0.14,0.0,3.24,3.24,0.42,MET3_GPS,pinaValdes_2022_eura
24.3953,60.2175,0.5,-0.78,20.29,13.07,0.21,0.44,0.0,0.3,0.3,3.0,METS_GPS,bougrine_2019_eura
31.973,46.973,-0.87,-0.21,23.36,12.32,0.15,0.14,0.0,0.07,0.07,3.0,MIKL_GPS,nocquet_2012_eura
31.9728,46.9728,-0.53,-0.4,23.7,12.13,0.11,0.12,0.0,-0.69,-0.69,0.4,MIKL_GPS,pinaValdes_2022_eura
31.97284,46.97279,-0.59,-0.48,23.64,12.05,0.13,0.25,0.0,0.23,0.23,0.49,MIKL_GPS,euref_all_eura
31.973,46.973,-0.56,-0.5,23.67,12.03,0.09,0.14,0.0,-0.29,-0.29,0.21,MIKL_GPS,sokhadze_2018_eura
31.9728,46.9728,-0.64,-0.38,0.0,0.0,0.05,0.05,0.001,0.09,0.0,0.24,MIKL_GPS,serpelloni_2022_eura
36.569,55.115,-0.54,0.09,22.83,11.7,0.15,0.15,0.0,0.05,0.05,3.0,MOBN_GPS,nocquet_2012_eura
36.57,55.115,0.85,-0.37,24.22,11.24,1.2,1.18,-0.005,0.94,0.94,3.0,MOBN_GPS,reilinger_2006_eura
36.56952,55.11489,-0.47,0.05,22.9,11.66,0.3,0.12,0.001,0.41,0.41,0.43,MOBN_GPS,euref_all_eura
36.56971,55.1149,-0.36,-0.03,23.01,11.58,0.2,0.07,0.001,0.09,0.09,0.08,MOBK_GPS,euref_all_eura
36.5697,55.1149,-0.52,-0.13,0.0,0.0,0.11,0.12,0.001,0.03,0.0,0.63,MOBJ_GPS,serpelloni_2022_eura
36.5697,55.1149,-0.48,-0.11,0.0,0.0,0.14,0.16,0.001,-0.11,0.0,0.86,MOBK_GPS,serpelloni_2022_eura
36.5695,55.1149,-0.7,0.03,0.0,0.0,0.09,0.07,0.001,0.52,0.0,0.45,MOBN_GPS,serpelloni_2022_eura
36.56971,55.11489,-0.38,-0.03,22.99,11.58,0.22,0.06,0.001,0.16,0.16,0.11,MOBJ_GPS,euref_all_eura
358.315,55.213,0.13,-0.57,15.5,15.89,0.13,0.13,-0.0,0.07,0.07,3.0,MORP_GPS,nocquet_2012_eura
358.3145,55.2128,0.05,-0.18,15.42,16.28,0.14,0.17,-0.0,0.29,0.29,3.0,MORP_GPS,bougrine_2019_eura
358.3145,55.21279,0.06,-0.04,15.43,16.42,0.12,0.24,0.001,1.52,1.52,0.35,MORP_GPS,euref_all_eura
358.3145,55.2128,0.12,-0.21,0.0,0.0,0.05,0.08,0.001,0.65,0.0,0.22,MORP_GPS,serpelloni_2022_eura
358.3146,55.2129,-0.01,-0.04,15.36,16.42,0.14,0.16,-0.0,0.67,0.67,0.53,MORP_GPS,pinaValdes_2022_eura
