Lon,Lat,E.vel,N.vel,E.adj,N.adj,E.sig,N.sig,Corr,U.vel,U.adj,U.sig,Stat,Ref
119.266,39.87,0.88,-0.78,27.51,-11.08,0.3,0.3,-0.001,0.13,0.13,3.0,A147_GPS,wang_shen_2020_eura
119.27,39.87,0.62,-0.52,27.25,-10.82,0.8,0.8,0.014,0.21,0.21,3.0,A147_GPS,graham_2021_eura
118.998,39.904,1.18,-0.78,27.84,-11.02,0.3,0.3,0.004,0.13,0.13,3.0,A148_GPS,wang_shen_2020_eura
119.0,39.9,0.72,-0.63,27.38,-10.87,0.8,0.8,0.014,0.21,0.21,3.0,A148_GPS,graham_2021_eura
116.155,40.324,2.18,-0.91,29.12,-10.49,0.3,0.3,0.019,0.14,0.14,3.0,A150_GPS,wang_shen_2020_eura
116.15,40.32,1.83,-1.25,28.77,-10.83,0.8,0.8,0.014,0.21,0.21,3.0,A150_GPS,graham_2021_eura
116.144,40.259,2.37,-2.02,29.32,-11.59,0.3,0.3,0.011,0.14,0.14,3.0,A151_GPS,wang_shen_2020_eura
116.14,40.26,2.22,-1.86,29.17,-11.43,0.8,0.8,0.014,0.21,0.21,3.0,A151_GPS,graham_2021_eura
116.069,40.267,2.38,-1.51,29.33,-11.07,0.3,0.3,0.006,0.14,0.14,3.0,A153_GPS,wang_shen_2020_eura
116.07,40.27,2.13,-1.35,29.08,-10.91,0.8,0.8,0.013,0.21,0.21,3.0,A153_GPS,graham_2021_eura
116.132,40.194,2.38,-2.61,29.33,-12.18,0.7,0.7,-0.017,0.14,0.14,3.0,A154_GPS,wang_shen_2020_eura
116.13,40.19,0.53,-2.36,27.48,-11.93,0.8,0.8,0.014,0.21,0.21,3.0,A154_GPS,graham_2021_eura
116.144,39.883,2.67,-0.8,29.65,-10.38,0.3,0.3,0.008,0.14,0.14,3.0,A155_GPS,wang_shen_2020_eura
116.14,39.88,2.32,-0.16,29.3,-9.73,0.8,0.8,0.014,0.21,0.21,3.0,A155_GPS,graham_2021_eura
116.31,39.81,3.67,-0.61,30.64,-10.22,0.4,0.5,0.004,0.14,0.14,3.0,A156_GPS,wang_shen_2020_eura
116.31,39.81,2.52,-0.35,29.49,-9.96,0.8,0.8,0.014,0.21,0.21,3.0,A156_GPS,graham_2021_eura
116.156,39.843,2.78,-0.91,29.76,-10.49,0.2,0.2,0.003,0.14,0.14,3.0,A157_GPS,wang_shen_2020_eura
116.16,39.84,2.52,-0.75,29.5,-10.33,0.8,0.8,0.014,0.21,0.21,3.0,A157_GPS,graham_2021_eura
116.06,39.833,2.78,-0.81,29.77,-10.37,0.2,0.2,0.01,0.14,0.14,3.0,A158_GPS,wang_shen_2020_eura
116.06,39.83,2.43,-0.95,29.42,-10.51,0.8,0.8,0.014,0.21,0.21,3.0,A158_GPS,graham_2021_eura
120.837,37.789,1.78,-1.85,28.41,-12.51,0.3,0.3,0.006,0.12,0.12,3.0,B002_GPS,wang_shen_2020_eura
120.84,37.79,1.09,-1.9,27.72,-12.56,0.8,0.8,0.017,0.2,0.2,3.0,B002_GPS,graham_2021_eura
120.474,37.646,1.78,-2.16,28.46,-12.73,0.5,0.5,-0.008,0.12,0.12,3.0,B003_GPS,wang_shen_2020_eura
120.47,37.65,1.29,-2.81,27.97,-13.38,0.8,0.8,0.016,0.2,0.2,3.0,B003_GPS,graham_2021_eura
121.326,37.464,1.77,-2.05,28.37,-12.81,0.21,0.2,-0.005,0.12,0.12,3.0,B004_GPS,wang_shen_2020_eura
121.33,37.46,1.38,-1.6,27.98,-12.36,0.8,0.8,0.017,0.2,0.2,3.0,B004_GPS,graham_2021_eura
122.369,37.179,1.58,-1.64,28.08,-12.63,0.21,0.21,-0.002,0.11,0.11,3.0,B005_GPS,wang_shen_2020_eura
122.37,37.18,1.28,-1.29,27.78,-12.28,0.8,0.8,0.017,0.2,0.2,3.0,B005_GPS,graham_2021_eura
121.174,36.758,2.07,-2.05,28.74,-12.78,0.21,0.21,0.008,0.11,0.11,3.0,B006_GPS,wang_shen_2020_eura
121.17,36.76,1.88,-1.69,28.55,-12.42,0.8,0.8,0.018,0.2,0.2,3.0,B006_GPS,graham_2021_eura
120.737,36.981,1.97,-1.76,28.67,-12.39,0.21,0.2,0.005,0.12,0.12,3.0,B007_GPS,wang_shen_2020_eura
120.74,36.98,1.48,-1.3,28.18,-11.93,0.8,0.8,0.017,0.2,0.2,3.0,B007_GPS,graham_2021_eura
120.464,33.165,4.16,-2.45,31.1,-13.02,0.3,0.3,0.001,0.11,0.11,3.0,B009_GPS,wang_shen_2020_eura
120.46,33.16,3.45,-2.59,30.39,-13.16,0.8,0.8,0.021,0.18,0.18,3.0,B009_GPS,graham_2021_eura
120.366,32.513,4.15,-2.05,31.13,-12.6,0.4,0.3,-0.002,0.11,0.11,3.0,B010_GPS,wang_shen_2020_eura
120.37,32.51,4.04,-2.29,31.02,-12.84,0.8,0.8,0.02,0.18,0.18,3.0,B010_GPS,graham_2021_eura
120.889,31.953,4.16,-2.74,31.1,-13.41,0.7,0.7,-0.136,0.1,0.1,3.0,B011_GPS,wang_shen_2020_eura
120.89,31.95,4.24,-2.38,31.18,-13.05,0.9,0.8,0.002,0.18,0.18,3.0,B011_GPS,graham_2021_eura
120.774,31.668,4.86,-2.25,31.82,-12.89,0.4,0.3,-0.001,0.1,0.1,3.0,B013_GPS,wang_shen_2020_eura
120.77,31.67,4.34,-2.18,31.3,-12.82,0.8,0.8,0.021,0.18,0.18,3.0,B013_GPS,graham_2021_eura
121.801,31.733,3.56,-1.73,30.42,-12.6,0.7,0.6,0.067,0.1,0.1,3.0,B014_GPS,wang_shen_2020_eura
121.8,31.73,4.04,-1.77,30.9,-12.64,0.9,0.8,0.025,0.18,0.18,3.0,B014_GPS,graham_2021_eura
120.569,31.247,4.76,-2.84,31.75,-13.44,0.4,0.3,-0.008,0.1,0.1,3.0,B015_GPS,wang_shen_2020_eura
120.57,31.25,4.34,-2.28,31.33,-12.88,0.8,0.8,0.021,0.18,0.18,3.0,B015_GPS,graham_2021_eura
120.205,30.838,4.45,-2.54,31.49,-13.06,0.3,0.3,0.007,0.1,0.1,3.0,B017_GPS,wang_shen_2020_eura
120.2,30.84,4.03,-2.18,31.07,-12.7,0.8,0.8,0.022,0.18,0.18,3.0,B017_GPS,graham_2021_eura
122.434,30.741,4.15,-2.12,30.98,-13.13,0.3,0.3,0.008,0.09,0.09,3.0,B019_GPS,wang_shen_2020_eura
122.43,30.74,3.83,-1.56,30.66,-12.57,0.8,0.8,0.022,0.17,0.17,3.0,B019_GPS,graham_2021_eura
118.793,37.596,2.67,-1.48,29.54,-11.67,0.5,0.5,0.022,0.12,0.12,3.0,B020_GPS,wang_shen_2020_eura
118.79,37.6,2.29,-1.62,29.16,-11.81,0.8,0.8,0.017,0.2,0.2,3.0,B020_GPS,graham_2021_eura
118.081,37.157,4.86,-1.78,31.84,-11.81,0.5,0.5,0.029,0.13,0.13,3.0,B021_GPS,wang_shen_2020_eura
118.08,37.16,4.19,-1.82,31.17,-11.85,0.8,0.8,0.017,0.2,0.2,3.0,B021_GPS,graham_2021_eura
118.731,36.9,2.56,-2.27,29.49,-12.45,0.3,0.3,0.001,0.12,0.12,3.0,B022_GPS,wang_shen_2020_eura
118.73,36.9,2.38,-1.92,29.31,-12.1,0.8,0.8,0.017,0.2,0.2,3.0,B022_GPS,graham_2021_eura
119.992,37.181,2.17,-1.66,28.94,-12.13,0.21,0.2,0.006,0.12,0.12,3.0,B023_GPS,wang_shen_2020_eura
119.99,37.18,1.88,-1.5,28.65,-11.97,0.8,0.8,0.017,0.2,0.2,3.0,B023_GPS,graham_2021_eura
119.924,36.835,2.27,-2.26,29.07,-12.71,0.21,0.2,0.005,0.12,0.12,3.0,B024_GPS,wang_shen_2020_eura
119.92,36.83,2.08,-1.81,28.88,-12.26,0.8,0.8,0.017,0.2,0.2,3.0,B024_GPS,graham_2021_eura
119.029,36.669,2.87,-2.17,29.78,-12.42,0.3,0.3,0.006,0.12,0.12,3.0,B025_GPS,wang_shen_2020_eura
119.03,36.67,2.68,-1.61,29.59,-11.86,0.8,0.8,0.016,0.2,0.2,3.0,B025_GPS,graham_2021_eura
118.564,36.501,2.56,-1.98,29.53,-12.12,0.21,0.2,0.012,0.12,0.12,3.0,B026_GPS,wang_shen_2020_eura
118.56,36.5,2.48,-1.72,29.45,-11.86,0.8,0.8,0.018,0.2,0.2,3.0,B026_GPS,graham_2021_eura
118.126,36.757,2.86,-1.88,29.86,-11.92,0.21,0.2,0.008,0.12,0.12,3.0,B027_GPS,wang_shen_2020_eura
118.13,36.76,2.48,-1.52,29.48,-11.56,0.8,0.8,0.017,0.2,0.2,3.0,B027_GPS,graham_2021_eura
118.158,36.169,2.46,-2.98,29.49,-13.03,0.3,0.3,0.01,0.12,0.12,3.0,B028_GPS,wang_shen_2020_eura
118.16,36.17,2.08,-2.42,29.11,-12.47,0.8,0.8,0.017,0.2,0.2,3.0,B028_GPS,graham_2021_eura
119.82,36.39,2.27,-2.26,29.11,-12.69,0.3,0.3,-0.029,0.12,0.12,3.0,B029_GPS,wang_shen_2020_eura
119.82,36.39,2.18,-2.0,29.02,-12.43,0.8,0.8,0.017,0.2,0.2,3.0,B029_GPS,graham_2021_eura
119.467,35.989,2.36,-2.26,29.27,-12.61,0.3,0.3,-0.001,0.12,0.12,3.0,B030_GPS,wang_shen_2020_eura
119.47,35.99,1.98,-2.11,28.88,-12.46,0.8,0.8,0.018,0.2,0.2,3.0,B030_GPS,graham_2021_eura
119.2,35.765,2.86,-2.36,29.81,-12.65,0.21,0.2,-0.002,0.12,0.12,3.0,B031_GPS,wang_shen_2020_eura
119.2,35.76,2.67,-2.01,29.62,-12.3,0.8,0.8,0.018,0.2,0.2,3.0,B031_GPS,graham_2021_eura
118.439,35.539,2.86,-2.28,29.9,-12.39,0.21,0.2,0.01,0.12,0.12,3.0,B032_GPS,wang_shen_2020_eura
118.44,35.54,2.47,-1.92,29.51,-12.03,0.8,0.8,0.018,0.2,0.2,3.0,B032_GPS,graham_2021_eura
118.649,35.759,2.87,-2.37,29.87,-12.53,0.21,0.2,0.01,0.12,0.12,3.0,B034_GPS,wang_shen_2020_eura
118.65,35.76,2.48,-1.92,29.48,-12.08,0.8,0.8,0.018,0.2,0.2,3.0,B034_GPS,graham_2021_eura
118.851,35.582,2.67,-2.17,29.66,-12.38,0.3,0.3,0.006,0.12,0.12,3.0,B035_GPS,wang_shen_2020_eura
118.85,35.58,2.38,-2.11,29.37,-12.32,0.8,0.8,0.018,0.2,0.2,3.0,B035_GPS,graham_2021_eura
119.484,35.481,2.67,-2.57,29.6,-12.92,0.3,0.3,0.008,0.12,0.12,3.0,B036_GPS,wang_shen_2020_eura
119.48,35.48,2.37,-2.21,29.3,-12.56,0.8,0.8,0.018,0.19,0.19,3.0,B036_GPS,graham_2021_eura
117.61,35.528,3.36,-2.19,30.48,-12.11,0.4,0.4,0.004,0.12,0.12,3.0,B037_GPS,wang_shen_2020_eura
117.61,35.53,2.88,-1.82,30.0,-11.74,0.8,0.8,0.015,0.2,0.2,3.0,B037_GPS,graham_2021_eura
118.909,35.134,2.76,-2.57,29.77,-12.79,0.21,0.2,0.011,0.12,0.12,3.0,B039_GPS,wang_shen_2020_eura
118.91,35.13,2.47,-2.41,29.48,-12.63,0.8,0.8,0.019,0.19,0.19,3.0,B039_GPS,graham_2021_eura
119.282,34.587,2.86,-2.86,29.86,-13.17,0.21,0.2,0.009,0.12,0.12,3.0,B040_GPS,wang_shen_2020_eura
119.28,34.59,2.46,-2.4,29.46,-12.71,0.8,0.8,0.019,0.19,0.19,3.0,B040_GPS,graham_2021_eura
118.041,34.894,3.16,-2.58,30.27,-12.6,0.21,0.2,0.007,0.12,0.12,3.0,B043_GPS,wang_shen_2020_eura
118.04,34.89,2.87,-2.22,29.98,-12.24,0.8,0.8,0.019,0.19,0.19,3.0,B043_GPS,graham_2021_eura
117.698,34.579,3.06,-2.48,30.22,-12.42,0.21,0.2,0.012,0.12,0.12,3.0,B044_GPS,wang_shen_2020_eura
117.7,34.58,2.97,-2.02,30.13,-11.96,0.8,0.8,0.018,0.19,0.19,3.0,B044_GPS,graham_2021_eura
117.099,35.082,2.66,-3.69,29.85,-13.49,0.21,0.2,0.014,0.12,0.12,3.0,B045_GPS,wang_shen_2020_eura
117.1,35.08,2.38,-3.53,29.57,-13.33,0.8,0.8,0.018,0.2,0.2,3.0,B045_GPS,graham_2021_eura
117.242,34.277,3.25,-2.18,30.47,-12.02,0.3,0.3,0.008,0.12,0.12,3.0,B046_GPS,wang_shen_2020_eura
117.24,34.28,2.76,-1.82,29.98,-11.66,0.8,0.8,0.019,0.19,0.19,3.0,B046_GPS,graham_2021_eura
117.926,33.904,3.75,-2.07,30.92,-12.07,0.3,0.3,0.001,0.12,0.12,3.0,B047_GPS,wang_shen_2020_eura
117.93,33.9,3.27,-1.91,30.43,-11.91,0.8,0.8,0.019,0.19,0.19,3.0,B047_GPS,graham_2021_eura
118.308,34.05,3.66,-2.68,30.78,-12.76,0.3,0.3,0.002,0.12,0.12,3.0,B048_GPS,wang_shen_2020_eura
118.31,34.05,3.06,-2.22,30.18,-12.3,0.8,0.8,0.019,0.19,0.19,3.0,B048_GPS,graham_2021_eura
119.224,34.112,3.06,-2.77,30.09,-13.06,0.4,0.4,0.009,0.11,0.11,3.0,B050_GPS,wang_shen_2020_eura
119.22,34.11,2.46,-3.31,29.49,-13.6,0.8,0.8,0.019,0.19,0.19,3.0,B050_GPS,graham_2021_eura
120.038,33.55,3.76,-2.35,30.73,-12.83,0.3,0.3,0.007,0.11,0.11,3.0,B052_GPS,wang_shen_2020_eura
120.04,33.55,3.15,-2.19,30.12,-12.67,0.8,0.8,0.02,0.19,0.19,3.0,B052_GPS,graham_2021_eura
119.012,33.507,3.46,-2.56,30.53,-12.81,0.3,0.3,0.006,0.11,0.11,3.0,B053_GPS,wang_shen_2020_eura
119.01,33.51,2.96,-2.4,30.03,-12.65,0.8,0.8,0.02,0.19,0.19,3.0,B053_GPS,graham_2021_eura
118.672,33.761,3.85,-2.67,30.95,-12.84,0.4,0.4,-0.023,0.12,0.12,3.0,B054_GPS,wang_shen_2020_eura
118.67,33.76,2.96,-2.1,30.06,-12.27,0.8,0.8,0.02,0.19,0.19,3.0,B054_GPS,graham_2021_eura
118.19,33.481,3.85,-1.97,31.01,-12.03,0.3,0.3,0.01,0.12,0.12,3.0,B055_GPS,wang_shen_2020_eura
118.19,33.48,3.25,-2.01,30.41,-12.07,0.8,0.8,0.02,0.19,0.19,3.0,B055_GPS,graham_2021_eura
117.899,33.483,3.76,-2.28,30.94,-12.27,0.3,0.3,0.006,0.12,0.12,3.0,B056_GPS,wang_shen_2020_eura
117.9,33.48,3.16,-2.21,30.34,-12.2,0.8,0.8,0.019,0.19,0.19,3.0,B056_GPS,graham_2021_eura
117.558,33.554,4.16,-2.08,31.37,-11.99,0.3,0.3,0.008,0.12,0.12,3.0,B057_GPS,wang_shen_2020_eura
117.56,33.55,3.56,-2.02,30.77,-11.93,0.8,0.8,0.019,0.19,0.19,3.0,B057_GPS,graham_2021_eura
116.984,33.646,3.96,-2.48,31.22,-12.26,0.3,0.3,0.01,0.12,0.12,3.0,B058_GPS,wang_shen_2020_eura
116.98,33.65,3.17,-2.42,30.43,-12.2,0.8,0.8,0.019,0.19,0.19,3.0,B058_GPS,graham_2021_eura
119.424,33.176,3.95,-2.36,31.0,-12.7,0.3,0.3,0.005,0.11,0.11,3.0,B059_GPS,wang_shen_2020_eura
119.42,33.18,3.45,-2.4,30.5,-12.74,0.8,0.8,0.02,0.19,0.19,3.0,B059_GPS,graham_2021_eura
119.037,32.734,4.25,-1.87,31.35,-12.12,0.3,0.3,-0.002,0.11,0.11,3.0,B060_GPS,wang_shen_2020_eura
119.04,32.73,3.75,-1.7,30.85,-11.95,0.8,0.8,0.021,0.19,0.19,3.0,B060_GPS,graham_2021_eura
118.477,32.971,4.05,-2.27,31.2,-12.39,0.3,0.3,-0.026,0.11,0.11,3.0,B061_GPS,wang_shen_2020_eura
118.48,32.97,3.55,-2.21,30.7,-12.33,0.8,0.8,0.019,0.19,0.19,3.0,B061_GPS,graham_2021_eura
117.708,32.562,4.35,-2.27,31.58,-12.22,0.4,0.3,0.012,0.12,0.12,3.0,B062_GPS,wang_shen_2020_eura
117.71,32.56,3.65,-2.21,30.88,-12.16,0.8,0.8,0.02,0.19,0.19,3.0,B062_GPS,graham_2021_eura
117.108,32.498,4.25,-2.38,31.54,-12.19,0.3,0.3,0.005,0.12,0.12,3.0,B065_GPS,wang_shen_2020_eura
117.11,32.5,3.55,-2.51,30.84,-12.32,0.8,0.8,0.02,0.19,0.19,3.0,B065_GPS,graham_2021_eura
118.3,32.284,4.25,-2.17,31.43,-12.25,0.3,0.21,0.009,0.11,0.11,3.0,B066_GPS,wang_shen_2020_eura
118.3,32.28,3.45,-2.21,30.63,-12.29,0.8,0.8,0.021,0.19,0.19,3.0,B066_GPS,graham_2021_eura
118.335,31.72,4.35,-2.47,31.54,-12.56,0.3,0.3,0.007,0.11,0.11,3.0,B069_GPS,wang_shen_2020_eura
118.33,31.72,3.75,-2.5,30.94,-12.59,0.8,0.8,0.021,0.18,0.18,3.0,B069_GPS,graham_2021_eura
117.815,31.657,4.45,-2.18,31.69,-12.15,0.4,0.3,-0.002,0.11,0.11,3.0,B070_GPS,wang_shen_2020_eura
117.81,31.66,3.85,-1.81,31.09,-11.78,0.8,0.8,0.02,0.18,0.18,3.0,B070_GPS,graham_2021_eura
116.971,31.085,4.95,-2.19,32.28,-11.96,0.6,0.5,0.032,0.11,0.11,3.0,B072_GPS,wang_shen_2020_eura
116.97,31.09,3.54,-1.82,30.87,-11.59,0.8,0.8,0.021,0.18,0.18,3.0,B072_GPS,graham_2021_eura
118.221,31.085,4.25,-2.46,31.47,-12.53,0.6,0.6,-0.021,0.11,0.11,3.0,B073_GPS,wang_shen_2020_eura
118.22,31.09,3.44,-1.7,30.66,-11.77,0.8,0.8,0.021,0.18,0.18,3.0,B073_GPS,graham_2021_eura
119.463,31.381,4.65,-2.26,31.75,-12.61,0.3,0.3,0.006,0.11,0.11,3.0,B074_GPS,wang_shen_2020_eura
119.46,31.38,4.14,-1.89,31.24,-12.24,0.8,0.8,0.021,0.18,0.18,3.0,B074_GPS,graham_2021_eura
117.407,38.357,4.18,-0.7,31.14,-10.57,0.21,0.2,0.016,0.13,0.13,3.0,C001_GPS,wang_shen_2020_eura
117.41,38.36,3.91,-0.34,30.87,-10.21,0.8,0.8,0.016,0.21,0.21,3.0,C001_GPS,graham_2021_eura
117.178,38.047,2.97,-0.99,29.98,-10.81,0.3,0.3,0.025,0.13,0.13,3.0,C005_GPS,wang_shen_2020_eura
117.18,38.05,2.9,-0.94,29.91,-10.76,0.8,0.8,0.016,0.21,0.21,3.0,C005_GPS,graham_2021_eura
114.65,38.332,2.87,-2.02,30.12,-11.24,0.3,0.3,-0.008,0.14,0.14,3.0,C006_GPS,wang_shen_2020_eura
114.65,38.33,2.61,-1.66,29.86,-10.88,0.8,0.8,0.014,0.21,0.21,3.0,C006_GPS,graham_2021_eura
115.672,37.699,4.87,-2.61,32.06,-12.07,0.6,0.6,-0.028,0.13,0.13,3.0,C011_GPS,wang_shen_2020_eura
115.67,37.7,4.4,-2.65,31.59,-12.11,0.8,0.8,0.013,0.21,0.21,3.0,C011_GPS,graham_2021_eura
114.899,37.618,2.97,-2.62,30.24,-11.9,0.6,0.6,-0.035,0.14,0.14,3.0,C012_GPS,wang_shen_2020_eura
114.9,37.62,2.51,-1.65,29.78,-10.93,0.8,0.8,0.015,0.21,0.21,3.0,C012_GPS,graham_2021_eura
114.399,37.872,3.27,-2.12,30.57,-11.28,0.6,0.7,-0.024,0.14,0.14,3.0,C013_GPS,wang_shen_2020_eura
114.4,37.87,2.71,-1.96,30.02,-11.12,0.8,0.8,0.015,0.21,0.21,3.0,C013_GPS,graham_2021_eura
113.939,38.344,2.87,-2.13,30.19,-11.18,0.3,0.3,0.018,0.14,0.14,3.0,C014_GPS,wang_shen_2020_eura
113.94,38.34,2.62,-2.06,29.94,-11.11,0.8,0.8,0.015,0.21,0.21,3.0,C014_GPS,graham_2021_eura
114.178,38.217,3.17,-2.43,30.47,-11.53,0.4,0.4,0.025,0.14,0.14,3.0,C015_GPS,wang_shen_2020_eura
114.18,38.22,2.82,-2.17,30.12,-11.27,0.8,0.8,0.015,0.21,0.21,3.0,C015_GPS,graham_2021_eura
113.613,37.834,3.07,-2.53,30.45,-11.5,0.2,0.2,0.016,0.14,0.14,3.0,C017_GPS,wang_shen_2020_eura
113.61,37.83,2.62,-2.66,30.0,-11.63,0.8,0.8,0.016,0.21,0.21,3.0,C017_GPS,graham_2021_eura
117.571,37.614,2.97,-2.19,29.97,-12.1,0.4,0.4,-0.009,0.13,0.13,3.0,C018_GPS,wang_shen_2020_eura
117.57,37.61,2.3,-2.33,29.3,-12.24,0.8,0.8,0.017,0.2,0.2,3.0,C018_GPS,graham_2021_eura
116.558,37.318,3.47,-2.0,30.59,-11.67,0.5,0.5,-0.009,0.13,0.13,3.0,C019_GPS,wang_shen_2020_eura
116.56,37.32,2.6,-1.24,29.72,-10.91,0.8,0.8,0.016,0.2,0.2,3.0,C019_GPS,graham_2021_eura
115.394,37.33,4.77,-2.01,32.01,-11.41,0.4,0.4,-0.025,0.13,0.13,3.0,C022_GPS,wang_shen_2020_eura
115.39,37.33,3.9,-1.35,31.14,-10.75,0.8,0.8,0.016,0.21,0.21,3.0,C022_GPS,graham_2021_eura
114.763,37.361,3.46,-3.92,30.76,-13.17,0.6,0.6,-0.034,0.14,0.14,3.0,C023_GPS,wang_shen_2020_eura
114.76,37.36,3.3,-3.65,30.6,-12.9,0.8,0.8,0.016,0.21,0.21,3.0,C023_GPS,graham_2021_eura
116.605,36.946,3.67,-2.09,30.81,-11.78,0.5,0.5,0.001,0.13,0.13,3.0,C026_GPS,wang_shen_2020_eura
116.61,36.95,2.79,-2.13,29.93,-11.82,0.8,0.8,0.017,0.2,0.2,3.0,C026_GPS,graham_2021_eura
116.223,36.339,2.76,-1.9,29.98,-11.5,0.3,0.3,0.056,0.13,0.13,3.0,C027_GPS,wang_shen_2020_eura
116.22,36.34,2.29,-1.43,29.51,-11.03,0.8,0.8,0.017,0.2,0.2,3.0,C027_GPS,graham_2021_eura
115.418,36.477,4.26,-2.81,31.55,-12.21,0.3,0.3,-0.001,0.13,0.13,3.0,C028_GPS,wang_shen_2020_eura
115.42,36.48,4.29,-2.15,31.58,-11.55,0.8,0.8,0.015,0.2,0.2,3.0,C028_GPS,graham_2021_eura
114.684,36.439,2.66,-1.52,30.02,-10.75,0.5,0.5,-0.041,0.14,0.14,3.0,C030_GPS,wang_shen_2020_eura
114.68,36.44,3.4,-1.85,30.76,-11.08,0.8,0.8,0.016,0.2,0.2,3.0,C030_GPS,graham_2021_eura
114.21,36.697,3.26,-2.73,30.65,-11.84,0.4,0.4,0.006,0.14,0.14,3.0,C031_GPS,wang_shen_2020_eura
114.21,36.7,2.6,-1.66,29.99,-10.77,0.8,0.8,0.016,0.21,0.21,3.0,C031_GPS,graham_2021_eura
116.094,35.788,3.36,-2.7,30.62,-12.27,0.3,0.3,0.011,0.13,0.13,3.0,C035_GPS,wang_shen_2020_eura
116.09,35.79,3.08,-2.44,30.34,-12.0,0.8,0.8,0.017,0.2,0.2,3.0,C035_GPS,graham_2021_eura
115.793,36.14,3.66,-1.91,30.93,-11.4,0.3,0.3,0.007,0.13,0.13,3.0,C036_GPS,wang_shen_2020_eura
115.79,36.14,3.29,-1.54,30.56,-11.03,0.8,0.8,0.016,0.2,0.2,3.0,C036_GPS,graham_2021_eura
114.537,35.567,3.15,-3.62,30.57,-12.81,0.3,0.3,0.002,0.13,0.13,3.0,C038_GPS,wang_shen_2020_eura
114.54,35.57,3.38,-3.46,30.8,-12.65,0.8,0.8,0.017,0.2,0.2,3.0,C038_GPS,graham_2021_eura
113.775,35.5,4.06,-2.72,31.55,-11.73,0.2,0.2,0.001,0.14,0.14,3.0,C040_GPS,wang_shen_2020_eura
113.78,35.5,3.69,-2.46,31.18,-11.47,0.8,0.8,0.017,0.2,0.2,3.0,C040_GPS,graham_2021_eura
113.792,36.01,3.95,-2.63,31.42,-11.64,0.3,0.3,0.001,0.14,0.14,3.0,C041_GPS,wang_shen_2020_eura
113.79,36.01,3.59,-2.26,31.06,-11.27,0.8,0.8,0.016,0.2,0.2,3.0,C041_GPS,graham_2021_eura
113.441,36.206,3.96,-2.43,31.45,-11.36,0.3,0.2,-0.01,0.14,0.14,3.0,C042_GPS,wang_shen_2020_eura
113.44,36.21,3.5,-2.46,30.99,-11.39,0.8,0.8,0.016,0.21,0.21,3.0,C042_GPS,graham_2021_eura
115.422,35.25,3.96,-2.8,31.31,-12.21,0.4,0.3,-0.002,0.13,0.13,3.0,C044_GPS,wang_shen_2020_eura
115.42,35.25,3.58,-2.64,30.93,-12.05,0.8,0.8,0.016,0.2,0.2,3.0,C044_GPS,graham_2021_eura
115.085,35.294,5.05,-3.62,32.43,-12.94,0.4,0.4,0.01,0.13,0.13,3.0,C045_GPS,wang_shen_2020_eura
115.08,35.29,4.78,-3.35,32.16,-12.67,0.8,0.8,0.017,0.2,0.2,3.0,C045_GPS,graham_2021_eura
114.174,35.17,4.15,-3.42,31.62,-12.53,0.2,0.2,0.002,0.13,0.13,3.0,C046_GPS,wang_shen_2020_eura
114.17,35.17,3.58,-3.06,31.05,-12.16,0.8,0.8,0.017,0.2,0.2,3.0,C046_GPS,graham_2021_eura
113.212,35.268,4.25,-2.53,31.8,-11.4,0.2,0.2,0.002,0.14,0.14,3.0,C047_GPS,wang_shen_2020_eura
113.21,35.27,3.59,-2.16,31.14,-11.03,0.8,0.8,0.018,0.2,0.2,3.0,C047_GPS,graham_2021_eura
115.63,34.435,3.96,-3.0,31.32,-12.46,0.3,0.3,0.012,0.13,0.13,3.0,C049_GPS,wang_shen_2020_eura
115.63,34.44,3.58,-2.73,30.94,-12.19,0.8,0.8,0.018,0.2,0.2,3.0,C049_GPS,graham_2021_eura
114.361,34.751,4.45,-3.02,31.92,-12.17,0.4,0.4,-0.004,0.13,0.13,3.0,C050_GPS,wang_shen_2020_eura
114.36,34.75,3.78,-2.25,31.25,-11.4,0.8,0.8,0.017,0.2,0.2,3.0,C050_GPS,graham_2021_eura
112.405,34.703,4.85,-2.24,32.49,-10.91,0.3,0.3,0.002,0.14,0.14,3.0,C052_GPS,wang_shen_2020_eura
112.41,34.7,4.59,-2.07,32.23,-10.74,0.8,0.8,0.017,0.2,0.2,3.0,C052_GPS,graham_2021_eura
113.864,34.028,4.35,-2.32,31.89,-11.35,0.3,0.3,0.015,0.13,0.13,3.0,C053_GPS,wang_shen_2020_eura
113.86,34.03,3.97,-2.65,31.51,-11.68,0.8,0.8,0.018,0.2,0.2,3.0,C053_GPS,graham_2021_eura
112.048,34.123,5.05,-2.54,32.74,-11.12,0.3,0.2,-0.003,0.14,0.14,3.0,C055_GPS,wang_shen_2020_eura
112.05,34.12,4.68,-2.57,32.37,-11.15,0.8,0.8,0.017,0.2,0.2,3.0,C055_GPS,graham_2021_eura
114.345,33.026,4.75,-2.11,32.27,-11.26,0.3,0.2,0.001,0.13,0.13,3.0,C056_GPS,wang_shen_2020_eura
114.35,33.03,3.97,-2.34,31.49,-11.49,0.8,0.8,0.019,0.19,0.19,3.0,C056_GPS,graham_2021_eura
115.791,32.943,4.45,-3.0,31.85,-12.49,0.3,0.3,-0.001,0.12,0.12,3.0,C058_GPS,wang_shen_2020_eura
